"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","TB","PTS","BHE"
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",1,"Makenna Casper","MB",2,1,0,1,1,1,0,0,0,0,0,1,0,0,1,2,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",4,"Samantha Juran","S",5,2,0,5,0.4,26,2,2,12,0,0,0,0,0,0,4,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",26,"Morgan Madasz","S",5,8,3,19,0.263,0,0,0,2,0,0,0,0,0,0,8,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",8,"Hope Matschner","OH",5,0,0,0,0,2,0,1,27,20,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",7,"Tamara Pichardo","S",5,2,0,5,0.4,25,0,5,8,1,0,0,0,0,0,2,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",14,"Rose Porter","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",9,"Jen Soto","MB",5,10,4,26,0.231,0,1,0,10,0,0,0,3,0,1.5,12.5,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",17,"Greta Stjade","OH",5,15,6,37,0.243,3,1,1,7,29,2,0,1,0,0.5,16.5,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",18,"Julia Thomas","MB",3,2,1,7,0.143,0,0,0,0,0,0,0,1,0,0.5,2.5,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",3,"Lillian Thomas","L/DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",19,"Nerin Valasakos","OH",3,5,1,15,0.267,0,0,1,3,13,1,0,0,0,0,5,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",24,"Fleur Wiersma","MB",5,13,7,35,0.171,1,0,0,2,0,0,0,3,0,1.5,14.5,0
"Iona","2022-2023",2022-09-02,"Iona","MAAC","Akron","MAC","Home",11,"Mackenzie Wiggins","OH",3,3,8,28,-0.179,0,0,0,9,24,4,1,0,0,1,4,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",2,"Elana Bianchi","OH",3,1,1,8,0,0,0,0,4,4,1,0,2,0,1,2,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",1,"Makenna Casper","MB",2,0,1,1,-1,0,0,0,1,0,0,0,1,0,0.5,0.5,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",4,"Samantha Juran","S",4,0,0,2,0,12,3,3,7,0,0,0,0,0,0,3,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",26,"Morgan Madasz","S",3,5,4,17,0.059,0,0,0,0,0,0,0,4,0,2,7,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",8,"Hope Matschner","OH",4,0,0,0,0,2,0,0,13,16,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",7,"Tamara Pichardo","S",4,0,0,1,0,15,0,3,3,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",14,"Rose Porter","DS",2,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",9,"Jen Soto","MB",4,7,1,16,0.375,0,0,2,2,0,0,0,3,0,1.5,8.5,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",17,"Greta Stjade","OH",4,7,4,26,0.115,1,0,0,4,18,1,0,0,0,0,7,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",18,"Julia Thomas","MB",3,1,2,4,-0.25,0,0,0,0,1,0,0,3,0,1.5,2.5,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",19,"Nerin Valasakos","OH",4,1,0,1,1,0,0,0,2,12,2,0,0,0,0,1,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",24,"Fleur Wiersma","MB",4,2,3,9,-0.111,0,0,0,0,0,0,0,1,0,0.5,2.5,0
"Iona","2022-2023",2022-09-09,"Iona","MAAC","Georgia","SEC","Away",11,"Mackenzie Wiggins","OH",4,8,5,24,0.125,0,3,0,0,17,1,0,0,0,0,11,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",2,"Elana Bianchi","OH",3,6,4,20,0.1,0,0,0,1,7,0,1,0,0,1,7,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",4,"Samantha Juran","S",3,0,0,2,0,13,2,3,6,0,0,0,0,0,0,2,1
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",26,"Morgan Madasz","S",3,8,1,16,0.438,0,0,0,2,0,0,0,0,1,1,8,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",8,"Hope Matschner","OH",3,0,0,3,0,2,1,0,26,21,0,0,0,0,0,1,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",7,"Tamara Pichardo","S",3,0,0,2,0,21,1,2,6,0,0,0,0,0,0,1,2
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",9,"Jen Soto","MB",3,5,1,12,0.333,1,0,0,3,1,0,1,1,0,1.5,6.5,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",17,"Greta Stjade","OH",3,4,4,25,0,0,2,0,8,16,1,0,0,0,0,6,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",18,"Julia Thomas","MB",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",24,"Fleur Wiersma","MB",3,9,1,20,0.4,1,0,0,0,2,0,4,0,1,5,13,0
"Iona","2022-2023",2022-09-17,"Iona","MAAC","Siena","MAAC","Away",11,"Mackenzie Wiggins","OH",3,5,5,26,0,0,1,0,10,13,0,0,1,0,0.5,6.5,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",2,"Elana Bianchi","OH",3,7,3,19,0.211,0,0,0,1,5,1,0,0,0,0,7,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",10,"Emma Jacobs","OH",2,1,2,4,-0.25,0,0,0,0,2,0,0,0,0,0,1,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",4,"Samantha Juran","S",3,1,0,3,0.333,15,3,2,2,0,0,0,0,0,0,4,1
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",26,"Morgan Madasz","S",3,2,2,18,0,0,0,0,1,0,0,0,1,1,1.5,2.5,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",8,"Hope Matschner","OH",3,0,0,0,0,4,0,0,27,27,2,0,0,0,0,0,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",7,"Tamara Pichardo","S",3,1,0,2,0.5,13,2,2,3,0,0,0,0,0,0,3,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",9,"Jen Soto","MB",3,5,0,14,0.357,0,0,0,3,0,0,0,1,1,1.5,5.5,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",17,"Greta Stjade","OH",3,5,1,22,0.182,0,1,0,4,16,1,0,0,0,0,6,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",24,"Fleur Wiersma","MB",3,5,2,14,0.214,0,0,0,3,1,0,1,1,0,1.5,6.5,0
"Iona","2022-2023",2022-09-18,"Iona","MAAC","Marist","MAAC","Away",11,"Mackenzie Wiggins","OH",3,8,4,27,0.148,0,1,3,6,21,2,0,1,0,0.5,9.5,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",2,"Elana Bianchi","OH",3,8,0,13,0.615,0,0,0,2,0,0,0,3,0,1.5,9.5,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",1,"Makenna Casper","MB",1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",10,"Emma Jacobs","OH",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",4,"Samantha Juran","S",3,0,0,1,0,12,0,1,5,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",8,"Hope Matschner","L",3,0,0,0,0,2,0,0,20,21,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",7,"Tamara Pichardo","S",3,0,0,0,0,21,4,4,5,2,1,0,0,0,0,4,1
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",9,"Jen Soto","MB",3,10,2,18,0.444,0,0,0,2,0,0,0,8,1,5,14,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",17,"Greta Stjade","OH",3,7,2,20,0.25,0,3,2,5,12,2,0,1,0,0.5,10.5,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",18,"Julia Thomas","MB",3,0,2,6,-0.333,0,0,0,0,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",19,"Nerin Valasakos","OH",1,2,2,14,0,0,0,0,1,5,0,0,2,0,1,3,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",5,"Emma Vu","S",1,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,1
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",24,"Fleur Wiersma","MB",3,5,4,23,0.043,0,0,0,1,0,0,0,4,0,2,7,0
"Iona","2022-2023",2022-09-24,"Iona","MAAC","Rider","MAAC","Home",11,"Mackenzie Wiggins","OH",3,8,2,27,0.222,1,1,1,9,17,0,0,0,0,0,9,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",2,"Elana Bianchi","OH",1,3,2,5,0.2,1,2,0,3,2,0,0,2,0,1,6,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",1,"Makenna Casper","MB",1,4,2,7,0.286,0,0,0,0,0,0,0,0,0,0,4,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",10,"Emma Jacobs","OH",2,1,3,5,-0.4,0,0,0,0,0,0,0,0,1,1,1,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",4,"Samantha Juran","S",1,1,0,3,0.333,7,0,0,5,0,0,1,0,0,1,2,1
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",8,"Hope Matschner","L",3,0,0,0,0,5,0,0,15,14,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",7,"Tamara Pichardo","S",2,2,0,3,0.667,14,1,1,7,0,0,0,0,0,0,3,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",14,"Rose Porter","DS",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",9,"Jen Soto","MB",3,8,4,17,0.235,0,1,0,0,0,0,2,1,0,2.5,11.5,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",17,"Greta Stjade","OH",1,2,0,4,0.5,0,3,0,1,2,0,0,1,0,0.5,5.5,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",18,"Julia Thomas","MB",1,2,1,3,0.333,0,1,1,1,0,0,0,0,0,0,3,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",3,"Lillian Thomas","L/DS",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",19,"Nerin Valasakos","OH",3,9,3,24,0.25,1,0,1,5,15,0,0,2,0,1,10,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",5,"Emma Vu","S",1,1,0,1,1,9,0,1,3,0,0,0,0,0,0,1,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",24,"Fleur Wiersma","MB",2,2,0,5,0.4,1,0,0,0,0,0,0,5,0,2.5,4.5,0
"Iona","2022-2023",2022-09-25,"Iona","MAAC","Saint Peter's","MAAC","Home",11,"Mackenzie Wiggins","OH",3,9,1,20,0.4,1,3,2,3,11,1,0,1,0,0.5,12.5,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",2,"Elana Bianchi","OH",5,10,3,26,0.269,0,0,0,6,0,0,0,1,0,0.5,10.5,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",1,"Makenna Casper","MB",3,0,0,1,0,0,0,0,1,0,0,0,2,1,2,1,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",4,"Samantha Juran","S",5,0,1,3,-0.333,25,3,1,9,0,0,0,0,0,0,3,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",26,"Morgan Madasz","S",1,1,2,5,-0.2,0,0,0,0,0,0,0,0,0,0,1,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",8,"Hope Matschner","L",5,0,0,1,0,4,2,1,30,19,0,0,0,0,0,2,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",7,"Tamara Pichardo","S",5,0,0,5,0,34,0,3,16,0,0,0,0,0,0,0,3
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",14,"Rose Porter","DS",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",9,"Jen Soto","MB",5,12,2,21,0.476,0,1,3,7,0,0,1,1,1,2.5,14.5,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",17,"Greta Stjade","OH",3,2,1,7,0.143,0,0,1,2,3,0,0,1,0,0.5,2.5,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",19,"Nerin Valasakos","OH",5,14,3,46,0.239,2,2,0,15,31,0,0,2,0,1,17,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",24,"Fleur Wiersma","MB",5,12,4,31,0.258,0,0,0,2,2,1,1,3,0,2.5,14.5,0
"Iona","2022-2023",2022-10-02,"Iona","MAAC","Niagara","MAAC","Home",11,"Mackenzie Wiggins","OH",5,19,11,59,0.136,1,1,2,17,33,1,0,0,0,0,20,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",2,"Elana Bianchi","OH",4,11,3,20,0.4,0,0,0,3,2,1,1,1,1,2.5,12.5,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",1,"Makenna Casper","MB",4,3,2,11,0.091,0,0,0,1,0,0,0,0,0,0,3,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",10,"Emma Jacobs","OH",2,4,0,7,0.571,0,0,0,4,5,0,1,0,0,1,5,1
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",4,"Samantha Juran","S",4,1,0,6,0.167,11,2,2,5,0,0,0,0,0,0,3,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",26,"Morgan Madasz","S",4,5,2,14,0.214,0,0,0,3,0,0,0,1,1,1.5,5.5,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",8,"Hope Matschner","L",4,0,1,3,-0.333,5,3,0,28,20,0,0,0,0,0,3,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",7,"Tamara Pichardo","S",4,3,0,3,1,23,4,4,8,2,0,0,0,0,0,7,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",14,"Rose Porter","DS",1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",9,"Jen Soto","MB",4,11,5,22,0.273,2,1,0,3,0,0,1,1,0,1.5,13.5,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",17,"Greta Stjade","OH",4,8,2,23,0.261,1,0,1,11,9,1,0,0,0,0,8,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",18,"Julia Thomas","MB",2,1,0,1,1,0,0,0,0,0,0,0,1,1,1.5,1.5,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",19,"Nerin Valasakos","OH",3,4,8,25,-0.16,2,1,0,2,22,1,0,0,1,1,5,0
"Iona","2022-2023",2022-10-05,"Iona","MAAC","Saint Peter's","MAAC","Away",5,"Emma Vu","S",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",2,"Elana Bianchi","OH",4,10,5,22,0.227,0,0,0,4,0,0,0,5,0,2.5,12.5,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",4,"Samantha Juran","S",4,2,0,7,0.286,16,1,2,8,0,0,0,0,0,0,3,1
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",26,"Morgan Madasz","S",4,7,3,19,0.211,1,0,0,3,0,0,0,2,0,1,8,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",8,"Hope Matschner","L",4,0,0,2,0,3,1,1,24,29,0,0,0,0,0,1,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",7,"Tamara Pichardo","S",4,0,0,0,0,18,0,2,9,0,0,0,1,0,0.5,0.5,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",9,"Jen Soto","MB",4,6,3,25,0.12,0,0,0,1,1,0,1,4,0,3,9,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",17,"Greta Stjade","OH",3,6,1,25,0.2,1,0,2,4,16,0,1,1,0,1.5,7.5,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",19,"Nerin Valasakos","OH",4,13,6,34,0.206,0,1,0,8,22,0,0,2,0,1,15,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",24,"Fleur Wiersma","MB",4,3,0,11,0.273,0,0,0,1,0,0,1,6,0,4,7,0
"Iona","2022-2023",2022-10-08,"Iona","MAAC","Quinnipiac","MAAC","Away",11,"Mackenzie Wiggins","OH",2,4,3,13,0.077,0,0,0,3,9,0,0,1,0,0.5,4.5,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",2,"Elana Bianchi","OH",3,9,3,16,0.375,0,0,0,7,4,0,0,5,0,2.5,11.5,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",10,"Emma Jacobs","OH",1,2,0,4,0.5,1,0,0,1,4,0,0,0,0,0,2,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",4,"Samantha Juran","S",1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",26,"Morgan Madasz","S",2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",8,"Hope Matschner","L",3,0,0,5,0,4,1,0,18,14,0,0,0,0,0,1,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",7,"Tamara Pichardo","S",2,1,0,2,0.5,3,0,0,0,0,0,0,0,0,0,1,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",14,"Rose Porter","DS",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",9,"Jen Soto","MB",3,7,1,10,0.6,1,0,0,3,0,0,0,3,0,1.5,8.5,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",17,"Greta Stjade","OH",1,0,1,2,-0.5,1,0,1,1,4,2,0,0,0,0,0,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",18,"Julia Thomas","MB",3,6,1,11,0.455,2,0,0,1,2,0,0,4,0,2,8,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",19,"Nerin Valasakos","OH",3,6,6,19,0,1,0,1,2,7,0,0,1,0,0.5,6.5,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",5,"Emma Vu","S",3,5,0,9,0.556,27,1,1,5,0,0,0,0,0,0,6,0
"Iona","2022-2023",2022-10-15,"Iona","MAAC","Manhattan","MAAC","Away",11,"Mackenzie Wiggins","OH",3,9,3,19,0.316,0,2,0,8,17,0,0,1,0,0.5,11.5,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",2,"Elana Bianchi","OH",4,9,2,23,0.304,0,0,0,3,0,0,0,2,1,2,10,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",1,"Makenna Casper","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",10,"Emma Jacobs","OH",1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",4,"Samantha Juran","S",4,0,0,1,0,22,1,1,12,0,0,0,0,0,0,1,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",26,"Morgan Madasz","S",4,12,5,32,0.219,0,0,0,2,0,0,0,0,0,0,12,1
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",8,"Hope Matschner","L",4,0,0,0,0,5,0,0,43,29,2,0,0,0,0,0,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",7,"Tamara Pichardo","S",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",14,"Rose Porter","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",9,"Jen Soto","MB",4,9,4,26,0.192,0,0,1,3,1,1,1,3,0,2.5,11.5,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",17,"Greta Stjade","OH",4,2,5,19,-0.158,0,0,1,7,31,2,0,0,0,0,2,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",18,"Julia Thomas","MB",4,3,1,12,0.167,0,0,0,1,0,0,0,2,1,2,4,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",19,"Nerin Valasakos","OH",4,3,4,23,-0.043,0,0,0,2,10,1,0,2,0,1,4,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",5,"Emma Vu","S",4,0,1,3,-0.333,21,0,1,6,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-19,"Iona","MAAC","Rider","MAAC","Away",11,"Mackenzie Wiggins","OH",4,13,6,39,0.179,1,2,0,16,16,1,0,1,0,0.5,15.5,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",2,"Elana Bianchi","OH",5,6,8,25,-0.08,0,0,0,6,1,0,0,5,0,2.5,8.5,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",1,"Makenna Casper","MB",1,0,0,2,0,0,0,0,0,1,0,0,1,0,0.5,0.5,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",4,"Samantha Juran","S",5,0,1,3,-0.333,13,0,2,4,0,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",26,"Morgan Madasz","S",5,11,2,26,0.346,0,0,0,1,0,0,1,4,3,6,14,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",8,"Hope Matschner","L",5,0,0,0,0,4,0,0,32,32,0,0,0,0,0,0,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",7,"Tamara Pichardo","S",4,0,0,0,0,22,4,3,6,0,0,0,0,0,0,4,2
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",17,"Greta Stjade","OH",5,11,4,39,0.179,0,1,1,9,37,1,0,3,0,1.5,13.5,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",18,"Julia Thomas","MB",5,6,2,14,0.286,0,0,0,0,1,0,0,7,0,3.5,9.5,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",19,"Nerin Valasakos","OH",1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",5,"Emma Vu","S",3,0,0,2,0,9,2,1,1,0,0,0,0,0,0,2,1
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",24,"Fleur Wiersma","MB",5,7,3,23,0.174,0,1,2,1,0,0,0,7,0,3.5,11.5,0
"Iona","2022-2023",2022-10-22,"Iona","MAAC","Marist","MAAC","Home",11,"Mackenzie Wiggins","OH",5,11,9,36,0.056,1,1,0,12,25,1,0,3,1,2.5,13.5,0
"Iona","2022-2023",2022-10-23,"Iona","MAAC","Siena","MAAC","Home",2,"Elana Bianchi","OH",3,5,3,20,0.1,1,0,0,2,2,1,0,2,0,1,6,0
"Iona","2022-2023",2022-10-23,"Iona","MAAC","Siena","MAAC","Home",4,"Samantha Juran","S",3,0,1,1,-1,13,0,2,9,0,0,0,0,0,0,0,0
