"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","TB","PTS","BHE"
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",3,"Kate Brennan","MB",3,7,1,9,0.667,1,4,1,2,0,0,0,1,0,0.5,11.5,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",12,"Izzy Clavenna","OH",3,7,1,15,0.4,0,0,0,5,1,0,0,1,0,0.5,7.5,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",11,"Alayna Crabtree","OH",3,8,2,19,0.316,0,2,0,3,13,1,0,2,0,1,11,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",18,"Bridget Green","L",3,0,0,1,0,1,0,1,9,2,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",23,"Julia Haggerty","MB",3,7,1,11,0.545,0,0,0,0,2,0,1,7,0,4.5,11.5,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",9,"Katrina Jensen","OH",3,7,2,17,0.294,0,0,0,0,9,1,0,3,0,1.5,8.5,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",10,"Peyton Minyard","MB",1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",4,"Anna Murphy","L",3,0,0,0,0,1,0,1,8,14,1,0,0,0,0,0,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",1,"Grace Penn","S",3,0,0,0,0,22,2,2,5,0,0,0,0,0,0,2,1
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",19,"Jane Petrie","S",3,0,0,0,0,14,0,1,2,0,0,0,0,0,0,0,1
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",6,"Jenna Pollock","MB",3,3,1,6,0.333,0,0,0,2,0,0,0,2,0,1,4,0
"Boston College","2022-2023",2022-08-26,"Boston College","ACC","Siena","MAAC","Away",21,"Nikki Steinheiser","OH",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",3,"Kate Brennan","MB",3,6,2,9,0.444,1,1,0,2,0,0,0,4,0,2,9,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",12,"Izzy Clavenna","OH",3,9,4,19,0.263,0,0,0,1,0,0,0,4,0,2,11,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",20,"Audrey Della Vedova","OPP",3,7,4,19,0.158,0,0,0,2,0,0,0,0,0,0,7,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",18,"Bridget Green","L",3,0,0,0,0,0,0,1,11,6,2,0,0,0,0,0,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",23,"Julia Haggerty","MB",2,4,0,4,1,0,0,0,2,0,0,0,1,0,0.5,4.5,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",2,"Silvia Ianeselli","OH",3,9,5,20,0.2,0,0,0,4,14,0,0,0,0,0,9,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",5,"Sophia Lambros","S",3,0,0,0,0,19,1,0,7,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",8,"Grace Milliken","MB",1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",4,"Anna Murphy","L",3,0,0,0,0,2,1,0,12,10,1,0,0,0,0,1,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",1,"Grace Penn","S",3,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",17,"Cornelia Roach","MB",1,1,0,2,0.5,0,0,0,0,0,0,0,1,0,0.5,1.5,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","Binghamton","America East","Away",21,"Nikki Steinheiser","OH",3,10,3,27,0.259,0,1,1,11,17,0,0,2,0,1,12,3
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",3,"Kate Brennan","MB",4,8,2,14,0.429,0,0,1,1,0,0,2,4,0,4,12,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",12,"Izzy Clavenna","OH",4,12,1,18,0.611,0,0,0,4,0,0,0,0,1,1,12,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",11,"Alayna Crabtree","OH",4,10,8,31,0.065,0,2,2,7,18,1,0,3,0,1.5,13.5,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",18,"Bridget Green","L",4,1,0,2,0.5,3,0,2,5,10,0,0,0,0,0,1,1
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",23,"Julia Haggerty","MB",2,4,0,4,1,0,0,0,1,1,0,0,3,0,1.5,5.5,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",2,"Silvia Ianeselli","OH",1,0,0,2,0,0,0,0,2,9,0,0,1,0,0.5,0.5,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",9,"Katrina Jensen","OH",4,10,5,34,0.147,0,0,0,3,7,2,0,2,0,1,11,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",8,"Grace Milliken","MB",2,1,0,2,0.5,0,0,0,1,0,0,0,2,0,1,2,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",10,"Peyton Minyard","MB",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",4,"Anna Murphy","L",4,0,0,0,0,2,2,1,20,21,1,0,0,0,0,2,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",1,"Grace Penn","S",4,0,0,0,0,23,1,0,8,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",19,"Jane Petrie","S",4,0,0,2,0,24,3,2,7,0,0,0,0,0,0,3,1
"Boston College","2022-2023",2022-08-27,"Boston College","ACC","UMES","MEAC","Home",6,"Jenna Pollock","MB",4,9,4,22,0.227,1,0,0,1,0,0,0,3,0,1.5,10.5,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",3,"Kate Brennan","MB",3,12,0,14,0.857,0,0,1,7,0,0,1,2,0,2,14,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",12,"Izzy Clavenna","OH",3,5,4,19,0.053,0,0,0,2,0,0,0,1,0,0.5,5.5,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",11,"Alayna Crabtree","OH",3,11,5,28,0.214,1,0,0,7,19,1,0,1,0,0.5,11.5,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",18,"Bridget Green","L",3,0,1,2,-0.5,0,0,3,7,7,1,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",23,"Julia Haggerty","MB",3,4,0,5,0.8,0,0,0,0,0,0,1,2,0,2,6,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",9,"Katrina Jensen","OH",3,6,2,16,0.25,0,0,0,0,6,0,0,0,0,0,6,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",5,"Sophia Lambros","S",3,0,0,1,0,12,1,0,3,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",4,"Anna Murphy","L",3,0,0,2,0,0,0,1,16,19,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",1,"Grace Penn","S",3,0,0,3,0,24,1,2,7,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",19,"Jane Petrie","S",1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",6,"Jenna Pollock","MB",3,5,2,9,0.333,0,0,0,4,0,0,0,2,0,1,6,0
"Boston College","2022-2023",2022-09-02,"Boston College","ACC","Montana St.","Big Sky","Home",21,"Nikki Steinheiser","OH",1,1,2,6,-0.167,0,0,1,1,4,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",3,"Kate Brennan","MB",3,5,2,8,0.375,0,0,2,1,1,0,1,6,0,4,9,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",12,"Izzy Clavenna","OH",3,9,3,20,0.3,0,0,0,6,0,0,1,2,0,2,11,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",11,"Alayna Crabtree","OH",3,5,2,11,0.273,0,2,1,5,11,0,0,2,0,1,8,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",20,"Audrey Della Vedova","OPP",1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",18,"Bridget Green","L",3,0,0,0,0,0,2,2,8,8,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",23,"Julia Haggerty","MB",1,2,0,4,0.5,0,0,0,0,0,0,0,1,0,0.5,2.5,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",2,"Silvia Ianeselli","OH",3,6,1,21,0.238,0,0,1,2,17,0,0,3,0,1.5,7.5,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",8,"Grace Milliken","MB",2,3,2,6,0.167,0,0,0,1,0,0,0,2,0,1,4,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",4,"Anna Murphy","L",3,0,0,0,0,2,1,0,12,12,1,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",1,"Grace Penn","S",3,0,0,1,0,19,0,0,7,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",19,"Jane Petrie","S",3,0,0,0,0,15,1,2,5,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",6,"Jenna Pollock","MB",3,8,3,15,0.333,0,0,0,2,0,0,0,1,0,0.5,8.5,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",17,"Cornelia Roach","MB",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Harvard","Ivy League","Away",21,"Nikki Steinheiser","OH",3,1,0,8,0.125,0,0,2,0,7,0,0,1,0,0.5,1.5,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",3,"Kate Brennan","MB",4,5,0,7,0.714,0,0,0,2,1,0,3,4,0,5,10,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",12,"Izzy Clavenna","OH",4,5,6,20,-0.05,0,0,0,2,0,0,0,3,0,1.5,6.5,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",11,"Alayna Crabtree","OH",4,16,7,36,0.25,1,3,4,13,48,2,0,1,0,0.5,19.5,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",20,"Audrey Della Vedova","OPP",2,1,1,4,0,0,0,0,0,0,0,0,2,0,1,2,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",18,"Bridget Green","L",4,0,0,0,0,1,1,2,4,3,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",23,"Julia Haggerty","MB",4,3,1,9,0.222,0,0,0,1,0,0,0,5,1,3.5,5.5,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",14,"Anna Herrington","MB",1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",9,"Katrina Jensen","OH",4,17,6,40,0.275,0,0,0,3,9,0,0,0,0,0,17,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",5,"Sophia Lambros","S",4,0,0,1,0,28,2,2,9,1,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",4,"Anna Murphy","L",4,0,0,0,0,3,1,1,12,20,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",1,"Grace Penn","S",4,0,0,0,0,20,0,1,7,1,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-03,"Boston College","ACC","Bryant","America East","Away",6,"Jenna Pollock","MB",3,8,4,16,0.25,0,0,0,2,0,0,0,3,0,1.5,9.5,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",3,"Kate Brennan","MB",1,2,1,4,0.25,0,1,1,0,0,0,0,0,0,0,3,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",12,"Izzy Clavenna","OH",1,2,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",11,"Alayna Crabtree","OH",1,1,1,5,0,0,1,0,4,5,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",20,"Audrey Della Vedova","OPP",2,3,1,8,0.25,0,0,0,0,0,0,0,0,0,0,3,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",18,"Bridget Green","L",3,0,0,0,0,3,1,1,10,8,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",23,"Julia Haggerty","MB",1,0,0,2,0,0,0,0,0,0,0,0,3,0,1.5,1.5,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",14,"Anna Herrington","MB",1,2,1,6,0.167,0,0,0,0,0,0,0,1,0,0.5,2.5,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",7,"Hanna Hoffman","S",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",2,"Silvia Ianeselli","OH",2,3,2,8,0.125,0,0,0,4,7,2,0,0,0,0,3,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",9,"Katrina Jensen","OH",2,10,2,19,0.421,0,0,1,3,7,0,0,1,0,0.5,10.5,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",5,"Sophia Lambros","S",2,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,1
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",8,"Grace Milliken","MB",1,2,0,3,0.667,0,0,1,0,0,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",10,"Peyton Minyard","MB",2,5,1,6,0.667,0,2,0,1,0,0,0,1,0,0.5,7.5,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",4,"Anna Murphy","L",2,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",1,"Grace Penn","S",2,0,0,0,0,18,1,0,3,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",19,"Jane Petrie","S",2,0,0,0,0,10,1,1,0,0,0,0,0,0,0,1,1
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",6,"Jenna Pollock","MB",2,4,4,10,0,0,0,0,0,0,0,0,2,0,1,5,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",17,"Cornelia Roach","MB",1,2,1,4,0.25,0,0,0,0,0,0,0,1,0,0.5,2.5,0
"Boston College","2022-2023",2022-09-07,"Boston College","ACC","Hartford","America East","Home",21,"Nikki Steinheiser","OH",2,7,1,16,0.375,0,0,2,7,9,0,0,1,0,0.5,7.5,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",3,"Kate Brennan","MB",5,7,2,15,0.333,1,0,1,1,0,0,4,4,0,8,13,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",12,"Izzy Clavenna","RS",5,11,4,34,0.206,1,0,0,6,2,0,0,4,2,4,13,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",11,"Alayna Crabtree","OH",3,6,7,17,-0.059,0,0,0,4,19,3,0,1,0,1,6.5,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",20,"Audrey Della Vedova","OPP",2,4,1,8,0.375,0,0,0,1,0,0,0,2,0,2,5,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",18,"Bridget Green","L",5,0,0,0,0,2,2,3,3,10,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",23,"Julia Haggerty","MB",5,8,1,13,0.538,0,0,0,6,0,0,2,5,0,7,12.5,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",14,"Anna Herrington","MB",2,1,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",2,"Silvia Ianeselli","OH",2,1,4,10,-0.3,1,0,1,5,29,0,0,1,0,1,1.5,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",9,"Katrina Jensen","OH",5,30,4,56,0.464,0,0,1,1,12,0,0,1,0,1,30.5,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",5,"Sophia Lambros","S",2,0,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",8,"Grace Milliken","MB",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",4,"Anna Murphy","L",5,0,0,0,0,4,0,1,12,20,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",1,"Grace Penn","S",5,0,0,3,0,42,2,3,14,1,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",19,"Jane Petrie","S",3,0,0,0,0,10,0,2,2,0,0,0,0,0,0,0,1
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",6,"Jenna Pollock","MB",1,2,0,4,0.5,0,0,0,0,0,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-09,"Boston College","ACC","LIU","NEC","Away",21,"Nikki Steinheiser","OH",1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",3,"Kate Brennan","MB",3,5,2,9,0.333,2,1,1,1,0,0,0,1,0,1,6.5,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",12,"Izzy Clavenna","RS",3,12,0,21,0.571,2,0,0,2,0,0,0,2,0,2,13,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",11,"Alayna Crabtree","OH",3,11,1,14,0.714,0,1,2,3,10,0,1,0,0,1,13,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",18,"Bridget Green","L",3,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",23,"Julia Haggerty","MB",3,4,0,6,0.667,0,0,0,0,0,0,1,6,0,7,8,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",14,"Anna Herrington","MB",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",9,"Katrina Jensen","OH",3,8,4,22,0.182,0,0,0,4,8,2,0,1,2,1,8.5,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",5,"Sophia Lambros","S",3,0,0,0,0,13,5,0,1,1,0,0,0,0,0,5,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",8,"Grace Milliken","MB",1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",10,"Peyton Minyard","MB",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",4,"Anna Murphy","L",3,0,0,0,0,2,0,1,4,16,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",1,"Grace Penn","S",3,0,0,0,0,23,0,1,3,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",6,"Jenna Pollock","MB",3,0,0,3,0,0,0,1,1,0,0,0,4,0,4,2,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Marist","MAAC","Home",21,"Nikki Steinheiser","OH",2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",3,"Kate Brennan","MB",3,5,1,9,0.444,1,1,2,2,0,0,0,4,0,4,8,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",12,"Izzy Clavenna","RS",3,6,2,13,0.308,1,0,0,1,1,0,0,2,0,2,7,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",11,"Alayna Crabtree","OH",3,14,10,28,0.143,0,4,3,4,21,0,0,1,0,1,18.5,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",20,"Audrey Della Vedova","OPP",1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",18,"Bridget Green","L",3,0,0,0,0,1,1,1,7,13,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",23,"Julia Haggerty","MB",3,1,1,4,0,0,0,0,0,0,0,0,1,1,1,1.5,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",9,"Katrina Jensen","OH",3,10,6,23,0.174,0,0,0,2,8,0,0,0,0,0,10,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",5,"Sophia Lambros","S",3,0,0,0,0,23,2,2,6,0,0,0,0,0,0,2,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",8,"Grace Milliken","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",4,"Anna Murphy","L",3,0,0,0,0,0,1,0,6,11,0,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",1,"Grace Penn","S",3,0,0,0,0,14,0,1,4,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",19,"Jane Petrie","S",1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-10,"Boston College","ACC","Rhode Island","Atlantic 10","Away",6,"Jenna Pollock","MB",3,10,3,19,0.368,1,0,0,2,0,0,0,2,0,2,11,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",3,"Kate Brennan","MB",4,8,2,14,0.429,1,0,0,2,1,0,0,2,0,1,9,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",12,"Izzy Clavenna","OH",4,4,7,18,-0.167,0,0,0,1,4,0,0,3,0,1.5,5.5,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",11,"Alayna Crabtree","OH",4,12,12,52,0,0,1,2,10,29,3,0,0,0,0,13,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",20,"Audrey Della Vedova","OPP",2,3,1,9,0.222,0,0,0,2,0,0,0,4,0,2,5,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",18,"Bridget Green","L",4,0,0,0,0,2,1,1,7,9,1,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",23,"Julia Haggerty","MB",4,1,0,5,0.2,0,0,0,2,3,1,0,7,0,3.5,4.5,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",14,"Anna Herrington","MB",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",2,"Silvia Ianeselli","OH",1,1,1,3,0,0,0,1,0,4,0,0,1,0,0.5,1.5,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",9,"Katrina Jensen","OH",4,15,4,32,0.344,0,0,0,5,11,2,0,0,0,0,15,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",5,"Sophia Lambros","S",4,0,0,1,0,18,4,1,4,0,0,0,0,0,0,4,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",4,"Anna Murphy","L",4,0,0,0,0,3,1,0,14,22,1,0,0,0,0,1,0
"Boston College","2022-2023",2022-09-16,"Boston College","ACC","Middle Tenn.","CUSA","Home",1,"Grace Penn","S",4,0,0,0,0,18,1,0,5,0,0,0,0,0,0,1,0
