"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE"
"St. John's (NY)","2024-2025",2024-09-20,"St. John's (NY)","Big East","LIU","NEC","Home",4,"Bree Martin","L/DS",3,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-09-20,"St. John's (NY)","Big East","LIU","NEC","Home",1,"Sujeili Mermella","DS",3,0,0,0,0,0,0,2,3,13,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-09-20,"St. John's (NY)","Big East","LIU","NEC","Home",11,"Ella  Parker","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-09-20,"St. John's (NY)","Big East","LIU","NEC","Home",8,"Magda Stambrowska","MB",3,9,2,14,0.5,1,0,0,2,0,0,0,2,0,10,0
"St. John's (NY)","2024-2025",2024-09-20,"St. John's (NY)","Big East","LIU","NEC","Home",12,"Giorgia Walther","OH",3,6,4,17,0.118,0,0,1,3,0,0,0,2,2,7,0
"St. John's (NY)","2024-2025",2024-09-20,"St. John's (NY)","Big East","LIU","NEC","Home",6,"Ludovica Zola","MB",3,5,2,9,0.333,0,1,0,3,2,0,0,2,0,7,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",5,"Ana Franca Benjamin","OH",2,0,1,5,-0.2,0,0,0,1,3,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",22,"Kya Harris","MB",3,1,1,3,0,0,0,0,0,0,0,0,1,0,1.5,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",3,"Erin Jones","S",3,13,3,32,0.313,11,0,0,10,3,0,0,3,0,14.5,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",7,"Wiktoria Kowalczyk","S",3,2,1,5,0.2,27,0,2,6,0,0,0,1,0,2.5,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",15,"Lucrezia Lodi","OH",3,8,5,21,0.143,1,0,1,5,29,4,0,0,1,8,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",4,"Bree Martin","L/DS",3,0,0,0,0,0,0,0,4,14,1,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",1,"Sujeili Mermella","DS",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",9,"Rashanny Solano Smith","L",3,0,0,0,0,2,0,0,12,14,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",8,"Magda Stambrowska","MB",3,5,1,15,0.267,0,0,0,2,1,0,0,0,0,5,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",12,"Giorgia Walther","OH",3,9,8,31,0.032,0,1,1,5,4,0,0,0,0,10,0
"St. John's (NY)","2024-2025",2024-10-04,"St. John's (NY)","Big East","Xavier","Big East","Away",6,"Ludovica Zola","MB",3,5,1,13,0.308,0,0,0,2,1,0,1,3,0,7.5,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",5,"Ana Franca Benjamin","OH",1,0,1,3,-0.333,0,0,0,0,0,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",22,"Kya Harris","MB",3,0,1,2,-0.5,0,0,0,0,0,0,0,2,0,1,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",3,"Erin Jones","S",5,18,6,41,0.293,14,5,2,13,6,0,0,5,0,25.5,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",7,"Wiktoria Kowalczyk","S",5,0,0,0,0,29,0,1,8,0,0,1,0,0,1,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",15,"Lucrezia Lodi","OH",5,13,8,36,0.139,2,0,1,13,41,1,1,2,2,15,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",4,"Bree Martin","L/DS",4,0,0,0,0,0,0,0,4,10,1,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",1,"Sujeili Mermella","DS",2,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",9,"Rashanny Solano Smith","L",5,0,0,0,0,4,1,3,23,19,2,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",8,"Magda Stambrowska","MB",5,11,3,26,0.308,0,0,0,0,1,0,0,2,0,12,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",12,"Giorgia Walther","OH",5,16,9,43,0.163,1,0,0,4,6,0,0,0,0,16,0
"St. John's (NY)","2024-2025",2024-10-19,"St. John's (NY)","Big East","UConn","Big East","Away",6,"Ludovica Zola","MB",5,2,2,8,0,2,0,1,1,1,0,1,5,1,5.5,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",22,"Kya Harris","MB",5,4,2,9,0.222,0,0,0,1,1,0,0,3,0,5.5,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",3,"Erin Jones","S",5,6,10,22,-0.182,17,0,0,13,3,1,0,1,0,6.5,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",7,"Wiktoria Kowalczyk","S",5,1,1,4,0,32,1,1,11,0,0,0,0,0,2,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",15,"Lucrezia Lodi","OH",5,24,11,56,0.232,0,2,0,6,37,3,1,1,1,27.5,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",4,"Bree Martin","L/DS",5,0,0,0,0,0,0,1,9,34,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",1,"Sujeili Mermella","DS",3,0,0,0,0,1,2,1,1,3,0,0,0,0,2,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",9,"Rashanny Solano Smith","L",5,0,0,0,0,8,0,3,16,12,1,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",8,"Magda Stambrowska","MB",5,9,5,19,0.211,0,0,0,3,0,0,0,4,0,11,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",12,"Giorgia Walther","OH",5,17,5,44,0.273,1,0,1,0,2,0,0,3,0,18.5,0
"St. John's (NY)","2024-2025",2024-10-23,"St. John's (NY)","Big East","Villanova","Big East","Home",6,"Ludovica Zola","MB",5,2,0,8,0.25,0,1,0,2,0,0,2,3,0,6.5,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",5,"Ana Franca Benjamin","OH",2,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",22,"Kya Harris","MB",3,3,2,9,0.111,0,0,0,1,0,0,0,3,0,4.5,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",3,"Erin Jones","S",3,12,2,23,0.435,15,1,2,13,0,0,0,2,0,14,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",7,"Wiktoria Kowalczyk","S",3,1,0,1,1,24,0,0,2,0,0,0,2,1,2,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",15,"Lucrezia Lodi","OH",3,10,5,29,0.172,0,1,0,8,18,2,1,1,0,12.5,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",4,"Bree Martin","L/DS",3,0,0,0,0,2,0,0,5,9,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",1,"Sujeili Mermella","DS",1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",9,"Rashanny Solano Smith","L",3,0,0,0,0,3,1,2,14,8,0,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",8,"Magda Stambrowska","MB",3,7,3,22,0.182,0,0,0,1,0,0,0,2,0,8,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",12,"Giorgia Walther","OH",3,14,4,31,0.323,0,1,1,3,2,0,0,0,0,15,0
"St. John's (NY)","2024-2025",2024-11-09,"St. John's (NY)","Big East","Xavier","Big East","Home",6,"Ludovica Zola","MB",3,1,0,6,0.167,2,0,1,3,1,0,0,2,0,2,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",10,"Barbara Costa dos Santos","OH",3,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",5,"Ana Franca Benjamin","OH",1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",22,"Kya Harris","MB",4,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",3,"Erin Jones","S",4,18,7,35,0.314,26,0,0,17,2,0,0,0,0,18,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",7,"Wiktoria Kowalczyk","S",4,0,0,3,0,28,3,0,6,0,0,0,1,0,3.5,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",15,"Lucrezia Lodi","OH",4,19,5,38,0.368,0,0,2,7,33,4,0,2,1,20,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",4,"Bree Martin","L/DS",4,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",1,"Sujeili Mermella","DS",1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",9,"Rashanny Solano Smith","L",4,0,0,0,0,4,1,1,15,14,1,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",8,"Magda Stambrowska","MB",4,7,2,16,0.313,0,0,0,0,0,0,0,1,0,7.5,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",12,"Giorgia Walther","OH",4,15,4,43,0.256,0,1,1,5,5,0,0,2,1,17,0
"St. John's (NY)","2024-2025",2024-11-13,"St. John's (NY)","Big East","Villanova","Big East","Away",6,"Ludovica Zola","MB",4,1,1,3,0,2,1,2,2,0,0,0,3,4,3.5,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",10,"Barbara Costa dos Santos","OH",2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",5,"Ana Franca Benjamin","OH",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",22,"Kya Harris","MB",2,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",3,"Erin Jones","S",3,12,5,27,0.259,3,0,1,6,7,2,0,0,0,12,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",7,"Wiktoria Kowalczyk","S",3,1,0,1,1,33,1,1,8,0,0,0,0,0,2,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",15,"Lucrezia Lodi","OH",3,9,5,24,0.167,0,0,2,3,16,4,0,0,0,9,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",4,"Bree Martin","L/DS",3,0,0,0,0,0,0,0,1,12,4,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",1,"Sujeili Mermella","DS",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",9,"Rashanny Solano Smith","L",3,0,0,0,0,5,1,1,16,15,0,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",8,"Magda Stambrowska","MB",3,4,0,10,0.4,0,1,1,0,1,0,1,0,0,6,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",12,"Giorgia Walther","OH",3,14,5,36,0.25,0,1,2,4,10,1,0,1,0,15.5,0
"St. John's (NY)","2024-2025",2024-11-22,"St. John's (NY)","Big East","UConn","Big East","Home",6,"Ludovica Zola","MB",3,1,0,5,0.2,0,0,0,1,0,0,0,1,0,1.5,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",5,"Ana Franca Benjamin","OH",2,10,1,19,0.474,1,0,0,1,0,0,0,1,0,10.5,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",22,"Kya Harris","MB",3,1,0,8,0.125,0,0,0,1,1,0,0,2,2,2,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",3,"Erin Jones","S",3,13,6,31,0.226,16,2,2,13,0,0,0,1,0,15.5,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",7,"Wiktoria Kowalczyk","S",3,0,0,2,0,17,2,1,3,0,0,0,0,0,2,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",15,"Lucrezia Lodi","OH",3,4,0,8,0.5,2,0,1,1,16,1,0,0,0,4,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",4,"Bree Martin","L/DS",3,0,0,0,0,1,1,0,8,14,3,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",9,"Rashanny Solano Smith","L",3,0,0,0,0,2,1,1,24,15,1,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",8,"Magda Stambrowska","MB",3,8,1,20,0.35,1,0,0,2,1,0,0,1,0,8.5,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",12,"Giorgia Walther","OH",3,6,5,19,0.053,1,1,1,2,7,0,1,1,0,8.5,0
"St. John's (NY)","2024-2025",2024-12-07,"St. John's (NY)","Big East","N.C. A&T","CAA","Away",6,"Ludovica Zola","MB",3,1,0,5,0.2,1,0,1,1,2,0,1,2,0,3,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",10,"Barbara Costa dos Santos","OH",3,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",5,"Ana Franca Benjamin","OH",3,4,2,15,0.133,0,1,0,1,1,0,0,0,0,5,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",3,"Erin Jones","S",4,15,7,34,0.235,4,2,3,17,2,1,0,3,0,18.5,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",7,"Wiktoria Kowalczyk","S",4,2,0,7,0.286,49,1,2,17,0,0,0,6,0,6,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",15,"Lucrezia Lodi","OH",4,10,8,38,0.053,0,0,0,11,26,2,1,2,0,12,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",4,"Bree Martin","L/DS",4,0,0,0,0,1,0,1,10,26,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",9,"Rashanny Solano Smith","L",4,0,1,2,-0.5,0,0,2,16,24,2,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",8,"Magda Stambrowska","MB",4,12,4,27,0.296,2,0,1,2,1,0,1,4,0,15,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",12,"Giorgia Walther","OH",4,13,6,47,0.149,1,1,2,3,3,0,1,0,0,15,0
"St. John's (NY)","2024-2025",2024-12-12,"St. John's (NY)","Big East","UConn","Big East","Home",6,"Ludovica Zola","MB",4,2,0,5,0.4,0,0,0,0,1,0,0,3,0,3.5,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",10,"Barbara Costa dos Santos","OH",3,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",5,"Ana Franca Benjamin","OH",3,2,2,7,0,0,0,0,2,4,1,0,0,0,2,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",22,"Kya Harris","MB",2,0,0,2,0,0,0,0,0,0,0,0,1,0,0.5,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",3,"Erin Jones","S",5,20,6,39,0.359,7,3,5,14,14,2,0,1,0,23.5,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",7,"Wiktoria Kowalczyk","S",5,4,1,10,0.3,44,3,1,5,0,0,0,4,0,9,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",15,"Lucrezia Lodi","OH",5,7,8,26,-0.038,1,1,2,4,15,1,0,1,0,8.5,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",4,"Bree Martin","L/DS",5,0,0,2,0,0,0,1,4,16,4,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",1,"Sujeili Mermella","DS",1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",9,"Rashanny Solano Smith","L",5,0,0,0,0,3,0,0,16,43,3,0,0,0,0,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",8,"Magda Stambrowska","MB",5,9,2,19,0.368,0,5,0,2,0,0,0,3,0,15.5,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",12,"Giorgia Walther","OH",5,13,7,34,0.176,1,0,0,0,0,0,0,2,0,14,0
"St. John's (NY)","2024-2025",2024-12-14,"St. John's (NY)","Big East","Bowling Green","MAC","Home",6,"Ludovica Zola","MB",5,6,2,13,0.308,0,0,0,0,0,0,0,4,0,8,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",6,"McKenna Brand","L/DS",3,0,0,0,0,2,0,1,12,14,0,0,0,0,0,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",9,"Anna Herman","MB",1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",11,"Doga Kutlu","S",3,2,1,6,0.167,44,0,0,12,0,0,0,1,0,2.5,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",15,"Grace Maria","OH",3,4,1,11,0.273,1,1,2,11,12,0,0,0,0,5,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",13,"Taylor Pannell","MB",3,14,0,22,0.636,0,0,0,1,0,0,0,0,0,14,1
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",3,"Jess Perry","OH",3,5,5,14,0,0,0,0,1,0,0,0,0,0,5,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",16,"Audrey Rome","MB",3,8,4,18,0.222,0,0,2,2,0,0,0,0,0,8,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",1,"Isabella Suhy","L/DS",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",12,"Emma Werkmeister","OH",3,17,7,34,0.294,2,3,3,5,16,0,0,1,0,20.5,0
"UConn","2024-2025",2024-08-30,"UConn","Big East","LIU","NEC","Home",4,"Brenna Wyman","L/DS",3,0,0,0,0,0,1,3,8,10,1,0,0,0,1,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",6,"McKenna Brand","L/DS",5,0,0,1,0,2,0,0,19,14,0,0,0,0,0,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",2,"Maggie Carley","S",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",9,"Anna Herman","MB",5,7,1,16,0.375,0,0,1,3,1,0,1,4,3,10,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",11,"Doga Kutlu","S",5,3,1,13,0.154,46,1,0,15,0,0,2,3,0,7.5,1
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",15,"Grace Maria","OH",3,1,1,5,0,0,2,0,1,12,2,0,0,0,3,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",3,"Jess Perry","OH",5,10,6,26,0.154,0,0,0,1,0,0,0,1,0,10.5,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",16,"Audrey Rome","MB",5,10,5,23,0.217,0,0,0,1,0,0,0,3,2,11.5,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",1,"Isabella Suhy","L/DS",4,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",18,"Hanna Tylska","OH",5,4,3,18,0.056,0,0,1,6,5,1,0,1,0,4.5,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",12,"Emma Werkmeister","OH",5,19,5,43,0.326,1,4,3,7,31,1,0,2,0,24,0
"UConn","2024-2025",2024-08-31,"UConn","Big East","Youngstown St.","Horizon","Home",4,"Brenna Wyman","L/DS",5,0,0,0,0,1,1,3,14,9,0,0,0,0,1,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",6,"McKenna Brand","L/DS",3,0,0,0,0,2,1,1,4,14,0,0,0,0,1,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",2,"Maggie Carley","S",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",5,"Ayva Cebollero","S",2,1,0,1,1,5,0,1,0,0,0,0,0,0,1,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",9,"Anna Herman","MB",3,6,1,12,0.417,0,0,0,1,0,0,0,4,0,8,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",11,"Doga Kutlu","S",3,0,1,5,-0.2,28,0,0,9,0,0,0,0,0,0,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",15,"Grace Maria","OH",3,4,0,15,0.267,0,1,0,6,9,1,0,0,0,5,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",3,"Jess Perry","OH",3,7,4,16,0.188,0,0,0,0,0,0,0,5,1,9.5,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",16,"Audrey Rome","MB",3,9,2,16,0.438,1,0,3,4,0,0,0,2,0,10,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",18,"Hanna Tylska","OH",1,1,0,2,0.5,0,0,0,1,0,0,0,0,0,1,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",12,"Emma Werkmeister","OH",3,9,5,20,0.2,0,0,2,8,13,1,0,1,0,9.5,0
"UConn","2024-2025",2024-09-01,"UConn","Big East","Sacred Heart","MAAC","Home",4,"Brenna Wyman","L/DS",3,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0
"UConn","2024-2025",2024-09-06,"UConn","Big East","Colgate","Patriot","Away",6,"McKenna Brand","L/DS",5,0,0,0,0,7,1,2,18,26,0,0,0,0,1,0
"UConn","2024-2025",2024-09-06,"UConn","Big East","Colgate","Patriot","Away",5,"Ayva Cebollero","S",3,1,0,2,0.5,5,0,0,1,0,0,0,0,0,1,0
"UConn","2024-2025",2024-09-06,"UConn","Big East","Colgate","Patriot","Away",11,"Doga Kutlu","S",5,7,1,10,0.6,43,2,0,10,0,0,0,1,0,9.5,0
"UConn","2024-2025",2024-09-06,"UConn","Big East","Colgate","Patriot","Away",15,"Grace Maria","OH",5,6,1,11,0.455,1,3,3,6,29,0,1,3,0,11.5,0
"UConn","2024-2025",2024-09-06,"UConn","Big East","Colgate","Patriot","Away",13,"Taylor Pannell","MB",5,9,2,31,0.226,0,0,0,1,0,0,0,6,2,12,0
"UConn","2024-2025",2024-09-06,"UConn","Big East","Colgate","Patriot","Away",3,"Jess Perry","OH",2,1,3,9,-0.222,0,0,0,1,0,0,0,2,0,2,0
"UConn","2024-2025",2024-09-06,"UConn","Big East","Colgate","Patriot","Away",16,"Audrey Rome","MB",5,9,3,21,0.286,0,0,3,1,0,0,1,3,1,11.5,0
