Season,Date,ContestID,Team,Conference,Opponent Team,Opponent Conference,Location,Number,Player,P,S,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RetAtt,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,SetErr,SetAtt,ServeAtt,TotalBlocks
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,15,Bella DiBuono,MB,4,2,2,7,0.0,1,0,0,0,0,0,1,2,0,4.0,0,0.0,1.0,0.0,3
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,19,Miona Dimitric,OH,4,4,3,18,0.056,0,1,1,11,12,0,0,0,0,5.0,0,0.0,4.0,13.0,0
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,5,Mya Plemons,MB,4,8,1,18,0.389,0,0,0,0,0,0,0,5,1,10.5,0,,,,5
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,6,Riley Rosneck,OH,4,13,2,47,0.234,0,1,1,14,22,2,0,1,0,14.5,0,0.0,2.0,15.0,1
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,9,Trinity Rye,OH,4,16,3,44,0.295,1,1,0,5,0,0,0,2,0,18.0,0,0.0,2.0,6.0,2
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,1,Lili Smith,S,4,1,0,1,1.0,27,1,3,12,0,0,0,2,0,3.0,0,0.0,81.0,16.0,2
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,2,Ava Tester,S,4,0,0,0,0.0,0,0,4,0,0,0,0,0,0,0.0,0,0.0,1.0,14.0,0
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,10,Haiden Means,S,3,0,0,2,0.0,14,0,1,7,0,0,0,0,0,0.0,0,0.0,37.0,12.0,0
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,7,Avery Parris,OPP,3,6,4,15,0.133,2,0,0,0,0,0,0,2,0,7.0,0,0.0,3.0,0.0,2
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,10,Madison Brown,S,4,0,0,0,0.0,19,2,2,17,0,0,0,0,0,2.0,0,0.0,48.0,23.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,17,Lauren Coyne,OPP,4,4,5,20,-0.05,0,0,0,0,0,0,0,0,0,4.0,0,0.0,2.0,0.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,6,Molly Creech,OH,4,23,4,59,0.322,1,1,0,14,21,0,0,1,0,24.5,0,0.0,4.0,15.0,1
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,13,Grace Kreutz,OH,4,3,2,11,0.091,0,1,1,9,25,2,0,0,0,4.0,0,0.0,6.0,19.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,1,Raegan Lantz,OH,4,6,2,10,0.4,1,0,0,3,0,0,0,3,0,7.5,0,0.0,2.0,0.0,3
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,9,Rachel Morgan,L/DS,4,1,0,1,1.0,8,0,0,11,20,1,0,0,0,1.0,0,0.0,22.0,0.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,4,Sophia Stallworth,OH,4,3,0,11,0.273,0,0,0,3,2,0,0,2,0,4.0,0,0.0,1.0,0.0,2
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,14,Kamryn Utley,S,4,0,0,0,0.0,0,0,2,1,0,0,0,0,0,0.0,0,0.0,1.0,10.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,18,Holland Van Deusen,S,4,0,1,1,-1.0,26,2,1,12,0,0,0,0,0,2.0,0,0.0,65.0,11.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,7,Chelsea Williams,OH,4,10,5,31,0.161,0,0,0,1,7,1,0,1,0,10.5,0,0.0,2.0,0.0,1
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,20,Lindy Radaszewski,MB,3,6,2,11,0.364,0,1,1,2,0,0,0,1,0,7.5,0,0.0,0.0,8.0,1
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,15,Lydia Michelin,MB,2,1,0,3,0.333,0,0,1,1,0,0,1,0,0,2.0,0,0.0,1.0,4.0,1
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,12,Sydney Waller,OPP,2,2,1,4,0.25,0,0,0,0,1,0,0,0,0,2.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,16,Piper Willinger,S,2,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0.0,5.0,2.0,0
2026-2027,2026-09-05,6606169,Miami (OH),MAC,Purdue Fort Wayne,Horizon,Neutral,19,Kendall Bosse,MB,1,1,0,2,0.5,0,0,0,2,0,0,0,0,0,1.0,0,0.0,0.0,1.0,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,4,Alexis Badu,OPP,3,2,3,12,-0.083,0,0,0,3,0,0,0,3,0,3.5,1,0.0,1.0,0.0,3
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,2,Yazmyn Billings,MB,3,3,1,6,0.333,0,0,1,0,0,0,0,1,0,3.5,0,0.0,0.0,1.0,1
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,0,Nicanora Clarke,OH,3,1,0,5,0.2,1,0,2,2,17,1,0,0,0,1.0,0,0.0,1.0,7.0,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,10,Cayla Cogan,OH,3,3,3,13,0.0,0,0,0,3,5,1,1,0,0,4.0,0,0.0,0.0,0.0,1
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,24,Sadee Gedse,L/DS,3,0,0,0,0.0,0,0,0,2,3,0,0,0,0,0.0,0,0.0,0.0,5.0,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,9,Evie Huang,L,3,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0.0,0.0,8.0,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,8,Alexis Rodriguez,OH,3,4,4,24,0.0,0,0,1,4,25,3,0,0,0,4.0,0,0.0,2.0,4.0,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,11,Riley Samuel,MB,3,4,3,13,0.077,0,0,0,1,1,0,0,3,0,5.5,0,0.0,0.0,0.0,3
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,15,Lydia Zeng,L/DS,3,0,0,0,0.0,0,0,0,8,11,1,0,0,0,0.0,0,0.0,5.0,8.0,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,7,Abby Markworth,S,2,1,1,5,0.0,13,0,2,0,1,0,0,1,0,1.5,0,0.0,49.0,8.0,1
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,23,Simone Assasie,MB,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1.0,0,,,,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,6,Mackenzie Krzus,S,1,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0.0,0,0.0,20.0,1.0,0
2026-2027,2026-09-04,6606171,George Washington,Atlantic 10,NC State,ACC,Neutral,1,Pilar Presson,OH,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,4,Sophia Groom,MB,3,3,2,10,0.1,0,0,0,0,0,0,0,1,0,3.5,0,0.0,1.0,0.0,1
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,7,Kate Kilpatrick,L,3,0,0,0,0.0,0,1,0,4,10,0,0,0,0,1.0,0,0.0,1.0,12.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,22,Eva Long,S,3,3,0,4,0.75,29,2,0,2,0,0,0,1,0,5.5,0,0.0,65.0,12.0,1
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,1,Zuzanna Maciejewicz,L,3,0,0,0,0.0,2,0,2,16,8,0,0,0,0,0.0,0,0.0,8.0,11.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,27,Rebecca Ring,OH,3,7,6,23,0.043,0,0,0,1,6,0,0,0,0,7.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,42,Britni Silver,OH,3,13,5,24,0.333,0,3,2,3,12,0,0,0,0,16.0,0,0.0,0.0,18.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,31,Elaisa Villar,L/DS,3,0,0,0,0.0,1,2,0,7,0,0,0,0,0,2.0,0,0.0,1.0,4.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,14,Norah Busch,MB,2,4,0,6,0.667,0,0,1,0,0,0,1,0,0,5.0,0,0.0,0.0,2.0,1
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,17,Talia Francom,MB,2,4,0,6,0.667,1,0,1,0,0,0,1,0,0,5.0,0,0.0,1.0,2.0,1
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,12,Makenna Kowren,OPP,2,2,0,4,0.5,0,0,1,2,0,0,0,0,0,2.0,0,0.0,0.0,4.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,23,Jordan Smith,OPP,2,5,0,8,0.625,0,0,0,2,0,0,0,0,0,5.0,0,0.0,0.0,6.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,9,Sa'Mya Dorsey,OPP,1,2,0,3,0.667,0,0,0,0,0,0,0,0,0,2.0,0,,,,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,5,Alyssa Forelli,S,1,0,0,0,0.0,2,0,0,1,0,0,0,0,0,0.0,0,0.0,4.0,0.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,11,Laurna Kerr,L/DS,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,2.0,0
2026-2027,2026-09-04,6606171,NC State,ACC,George Washington,Atlantic 10,Neutral,6,Hailey McFadden,MB,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1.0,0,,,,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,4,Alexis Badu,OPP,3,5,1,12,0.333,0,0,0,2,0,0,0,3,0,6.5,0,0.0,0.0,0.0,3
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,2,Yazmyn Billings,MB,3,8,2,14,0.429,0,0,0,0,0,0,0,2,0,9.0,0,,,,2
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,0,Nicanora Clarke,OH,3,1,2,4,-0.25,1,1,0,4,7,0,0,0,0,2.0,0,0.0,2.0,11.0,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,10,Cayla Cogan,OH,3,10,3,26,0.269,0,0,0,0,13,3,0,0,0,10.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,3,Jaelyn Connole,S,3,0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,0,0.0,0.0,12.0,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,24,Sadee Gedse,L/DS,3,0,0,0,0.0,0,1,2,7,2,0,0,0,0,1.0,0,0.0,0.0,9.0,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,9,Evie Huang,L,3,0,0,0,0.0,0,1,1,3,0,0,0,0,0,1.0,0,0.0,0.0,17.0,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,7,Abby Markworth,S,3,2,1,4,0.25,35,2,2,1,0,0,0,0,0,4.0,0,0.0,79.0,17.0,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,8,Alexis Rodriguez,OH,3,7,4,14,0.214,1,0,3,8,20,0,0,0,0,7.0,0,0.0,5.0,7.0,0
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,11,Riley Samuel,MB,3,11,4,23,0.304,1,0,0,0,0,0,0,1,0,11.5,0,0.0,2.0,0.0,1
2026-2027,2026-09-05,6606176,George Washington,Atlantic 10,Charlotte,American,Neutral,15,Lydia Zeng,L/DS,3,0,0,0,0.0,2,0,0,11,8,0,0,0,0,0.0,0,0.0,4.0,0.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,8,Milan Cannon,MB,3,4,1,10,0.3,0,0,0,0,1,0,0,0,0,4.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,3,Harper Hall,S,3,0,1,5,-0.2,18,1,0,3,1,0,0,1,0,1.5,0,0.0,63.0,9.0,1
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,7,Elena Kovacevic,OH,3,4,3,19,0.053,1,1,2,8,13,0,0,0,0,5.0,0,0.0,2.0,10.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,19,Sofia Locadia,MB,3,6,1,12,0.417,0,0,1,0,1,0,2,1,0,8.5,0,0.0,2.0,5.0,3
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,9,Chloe Maughan,L,3,0,0,0,0.0,1,0,1,5,11,1,0,0,0,0.0,0,0.0,9.0,13.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,15,Mariam Mushkudiani,OH,3,6,4,13,0.154,0,0,1,2,0,0,0,0,0,6.0,0,0.0,1.0,3.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,2,Clara Briley,OH,2,3,2,11,0.091,0,1,1,4,12,1,0,0,0,4.0,0,0.0,1.0,7.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,16,Kennedy Earls,L,2,0,0,0,0.0,0,0,0,0,4,1,0,0,0,0.0,0,0.0,0.0,4.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,4,Erin Lehman,L,2,0,0,0,0.0,1,0,0,5,13,1,0,0,0,0.0,0,0.0,2.0,0.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,10,Sara Marinkovic,OH,2,2,3,11,-0.091,0,0,1,0,6,0,1,0,0,3.0,0,0.0,3.0,6.0,1
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,13,Milena Lopez,S,1,1,0,1,1.0,2,0,0,0,0,0,0,0,0,1.0,0,0.0,2.0,0.0,0
2026-2027,2026-09-05,6606176,Charlotte,American,George Washington,Atlantic 10,Neutral,18,Gia McGrew,OH,1,0,2,5,-0.4,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,8,Bella Anderson,L/DS,3,0,0,0,0.0,1,0,0,7,15,4,0,0,0,0.0,0,0.0,7.0,12.0,0
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,3,Alayna Austin,,3,0,0,1,0.0,0,0,0,3,11,1,0,0,0,0.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,10,Aubrey Bellus,MB,3,6,1,14,0.357,0,0,1,2,0,0,1,3,0,8.5,0,0.0,0.0,8.0,4
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,19,Aubrey Goodere,MB,3,2,2,8,0.0,1,0,0,0,0,0,0,3,0,3.5,0,0.0,1.0,0.0,3
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,20,Ana Jaramazovic,OPP,3,3,1,7,0.286,0,0,0,1,0,0,0,2,1,4.0,0,0.0,0.0,0.0,2
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,4,Taylor Kubacak,S,3,0,0,0,0.0,11,2,0,3,0,0,0,0,0,2.0,0,0.0,23.0,14.0,0
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,21,Bella Nunez,S,3,3,0,6,0.5,11,1,2,3,0,0,0,2,1,5.0,0,0.0,39.0,13.0,2
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,11,Gentry Oblad,OH,3,3,5,12,-0.167,0,0,0,2,15,2,0,0,0,3.0,0,0.0,0.0,9.0,0
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,12,Starr Williams,OPP,3,7,2,17,0.294,0,1,1,2,14,0,0,1,0,8.5,0,0.0,1.0,10.0,1
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,2,Katie Schulz,OH,1,0,0,6,0.0,0,0,0,1,4,1,0,1,0,0.5,0,0.0,0.0,0.0,1
2026-2027,2026-08-28,6606247,Grand Canyon,Mountain West,Cal Poly,Big West,Neutral,18,Milica Zigic,OH,1,1,0,7,0.143,0,0,0,1,3,0,0,0,0,1.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,13,Kendall Beshear,OH,3,16,7,31,0.29,0,3,6,10,14,2,0,1,1,19.5,0,0.0,0.0,14.0,1
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,1,Emma Fredrick,OH,3,12,7,29,0.172,1,0,1,6,2,0,0,0,0,12.0,0,0.0,1.0,7.0,0
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,8,Alexis Haury,S,3,1,0,1,1.0,46,3,0,3,1,0,0,0,0,4.0,0,0.0,96.0,21.0,0
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,21,Elif Hurriyet,L/DS,3,0,0,0,0.0,2,0,1,10,30,1,0,0,0,0.0,0,0.0,5.0,10.0,0
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,15,Charlotte Kelly,MB,3,5,3,16,0.125,0,0,0,0,0,0,0,3,0,6.5,0,,,,3
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,16,Kayla Murdoch,OH,3,11,4,17,0.412,0,0,0,0,0,0,0,2,0,12.0,0,,,,2
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,12,Breklyn Pulling,MB,3,7,2,12,0.417,0,1,2,2,1,0,0,0,0,8.0,0,0.0,1.0,11.0,0
2026-2027,2026-08-28,6606247,Cal Poly,Big West,Grand Canyon,Mountain West,Neutral,53,Ella Scott,L/DS,3,0,0,0,0.0,0,1,2,6,14,1,0,0,0,1.0,0,0.0,0.0,11.0,0
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,13,Kendall Beshear,OH,3,12,7,37,0.135,0,1,2,4,21,1,0,4,0,15.0,0,0.0,1.0,11.0,4
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,1,Emma Fredrick,OH,3,12,3,25,0.36,1,0,3,5,12,2,0,0,0,12.0,0,0.0,3.0,10.0,0
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,8,Alexis Haury,S,3,0,0,1,0.0,30,1,0,3,1,0,0,0,1,1.0,0,0.0,80.0,15.0,0
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,21,Elif Hurriyet,L/DS,3,0,0,0,0.0,2,0,2,13,21,0,0,0,0,0.0,0,0.0,8.0,9.0,0
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,16,Kayla Murdoch,OH,3,5,2,14,0.214,0,0,0,1,0,0,0,3,0,6.5,0,0.0,0.0,0.0,3
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,12,Breklyn Pulling,MB,3,6,2,14,0.286,0,0,0,0,0,0,0,3,0,7.5,0,0.0,0.0,1.0,3
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,53,Ella Scott,L/DS,3,0,0,0,0.0,0,0,2,3,9,0,0,0,0,0.0,0,0.0,1.0,14.0,0
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,15,Charlotte Kelly,MB,2,0,1,3,-0.333,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,2,Chloe Leluge,MB,2,1,0,4,0.25,0,0,0,0,0,0,0,4,2,3.0,0,,,,4
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,6,Maren O'Farrell,L/DS,2,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,3.0,0
2026-2027,2026-08-29,6606260,Cal Poly,Big West,Texas A&M,SEC,Neutral,7,Noelle Vanacht,L/DS,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,2,Addi Applegate,L/DS,3,0,0,0,0.0,0,0,0,3,4,0,0,0,0,0.0,0,0.0,2.0,0.0,0
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,19,Kaia Castle,MB,3,9,2,16,0.438,0,0,0,0,0,0,0,4,0,11.0,0,,,,4
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,20,Megan Fitch,OH,3,6,5,19,0.053,0,1,1,6,22,1,0,2,0,8.0,0,0.0,2.0,11.0,2
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,10,Margot Manning,S,3,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0.0,0,0.0,0.0,11.0,0
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,6,Taryn Morris,OPP,3,9,2,13,0.538,0,0,1,5,0,0,0,5,0,11.5,0,0.0,2.0,12.0,5
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,14,Kirra Musgrove,S,3,0,0,3,0.0,34,3,1,5,0,0,0,1,2,3.5,0,0.0,67.0,18.0,1
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,17,Natalie Ring,OH,3,15,3,31,0.387,1,0,3,5,9,1,0,1,0,15.5,0,0.0,1.0,8.0,1
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,1,Gabi Rodriguez,L,3,0,0,0,0.0,1,1,0,10,19,0,0,0,0,1.0,0,0.0,9.0,14.0,0
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,25,Eliza Sharp,MB,3,6,2,11,0.364,1,0,0,1,0,0,0,4,0,8.0,0,0.0,1.0,0.0,4
2026-2027,2026-08-29,6606260,Texas A&M,SEC,Cal Poly,Big West,Neutral,12,Lily Nicholson,S,1,0,0,0,0.0,3,0,0,2,0,0,0,0,0,0.0,0,0.0,3.0,0.0,0
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,13,Kendall Beshear,OH,5,12,2,45,0.222,1,0,7,14,38,0,0,2,0,13.0,0,0.0,7.0,16.0,2
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,1,Emma Fredrick,OH,5,8,7,41,0.024,0,2,1,12,6,0,0,0,0,10.0,0,0.0,3.0,15.0,0
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,8,Alexis Haury,S,5,2,0,2,1.0,38,2,2,11,0,0,0,2,0,5.0,2,0.0,117.0,21.0,2
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,21,Elif Hurriyet,L/DS,5,1,0,1,1.0,1,1,0,12,22,1,0,0,0,2.0,0,0.0,18.0,20.0,0
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,15,Charlotte Kelly,MB,5,8,2,17,0.353,0,0,0,1,0,0,0,7,2,11.5,0,0.0,4.0,0.0,7
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,16,Kayla Murdoch,OH,5,11,4,31,0.226,1,0,0,2,0,0,0,4,2,13.0,0,0.0,2.0,0.0,4
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,6,Maren O'Farrell,L/DS,5,0,0,1,0.0,2,0,1,14,24,2,0,0,0,0.0,0,0.0,4.0,13.0,0
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,12,Breklyn Pulling,MB,5,6,5,14,0.071,0,0,1,1,0,0,1,1,1,7.5,0,0.0,1.0,2.0,2
2026-2027,2026-09-05,6606266,Cal Poly,Big West,UC Davis,Big West,Neutral,53,Ella Scott,L/DS,5,0,0,0,0.0,0,2,2,2,0,0,0,0,0,2.0,0,0.0,1.0,19.0,0
2026-2027,2026-09-05,6606266,UC Davis,Big West,Cal Poly,Big West,Neutral,7,Gianna Bogan,OH,5,14,11,45,0.067,0,0,1,5,5,0,0,0,0,14.0,0,0.0,1.0,6.0,0
2026-2027,2026-09-05,6606266,UC Davis,Big West,Cal Poly,Big West,Neutral,10,Allie Caldwell,MB,5,5,0,12,0.417,0,0,0,1,0,0,1,2,0,7.0,0,0.0,2.0,0.0,3
2026-2027,2026-09-05,6606266,UC Davis,Big West,Cal Poly,Big West,Neutral,13,Ally Chandler,MB,5,11,1,23,0.435,0,1,2,4,0,0,0,3,2,13.5,0,0.0,1.0,16.0,3
