"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE"
"Delaware","2021-2022",2021-11-13,"Delaware","CAA","William & Mary","CAA","Home",20,"Savannah Seemans","OH",3,7,1,10,0.6,1,0,5,5,1,0,2,0,8,0
"Delaware","2021-2022",2021-11-13,"Delaware","CAA","William & Mary","CAA","Home",8,"Katie Turner","L/DS",3,0,0,0,0,1,4,1,6,2,0,0,0,4,0
"Delaware","2021-2022",2021-11-13,"Delaware","CAA","William & Mary","CAA","Home",12,"Grace Underwood","MB",3,1,1,6,0,0,3,0,1,0,0,6,0,7,0
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",13,"Ezgi Basaranlar","S",3,0,0,0,0,12,2,2,1,0,0,0,0,2,1
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",14,"Kirah Johnson","MB",3,3,2,7,0.143,0,0,0,0,0,0,1,0,3.5,0
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",2,"Lani Mason","OH",3,9,1,15,0.533,0,5,0,9,1,1,2,0,16,0
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",15,"Lauryn Richardson","OH",3,8,2,17,0.353,1,0,0,2,0,1,1,1,9.5,0
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",5,"Lily Rogers","S",3,4,2,9,0.222,23,2,2,4,0,1,1,0,7.5,2
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",20,"Savannah Seemans","OH",3,9,1,16,0.5,1,1,2,1,0,0,2,0,11,0
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",8,"Katie Turner","L/DS",3,0,0,0,0,4,1,0,9,0,0,0,0,1,0
"Delaware","2021-2022",2021-11-14,"Delaware","CAA","William & Mary","CAA","Home",12,"Grace Underwood","MH",3,8,1,15,0.467,0,0,0,2,0,2,5,1,12.5,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",13,"Ezgi Basaranlar","S",3,0,0,0,0,14,0,1,3,0,0,0,0,0,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",14,"Kirah Johnson","MB",3,11,0,14,0.786,0,0,0,1,0,0,3,0,12.5,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",2,"Lani Mason","OH",3,8,6,22,0.091,0,1,4,16,0,0,2,1,10,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",15,"Lauryn Richardson","OH",3,6,2,18,0.222,1,0,0,1,0,0,1,0,6.5,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",5,"Lily Rogers","S",3,5,2,15,0.2,19,2,4,6,0,0,3,0,8.5,1
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",20,"Savannah Seemans","OH",3,6,4,30,0.067,0,1,1,6,0,1,2,0,9,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",8,"Katie Turner","L/DS",3,0,0,0,0,6,1,1,6,1,0,0,0,1,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",12,"Grace Underwood","MB",3,8,3,14,0.357,0,0,0,1,0,1,5,0,11.5,0
"Delaware","2021-2022",2021-11-18,"Delaware","CAA","Northeastern","CAA","Home",21,"Hannah Wright","DS",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",13,"Ezgi Basaranlar","S",3,0,0,2,0,10,1,1,9,0,0,0,0,1,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",14,"Kirah Johnson","MB",3,1,3,8,-0.25,0,0,0,0,0,0,1,0,1.5,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",2,"Lani Mason","OH",3,9,9,32,0,0,0,1,3,2,0,0,0,9,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",15,"Lauryn Richardson","OH",3,1,10,17,-0.529,0,0,0,0,0,0,0,0,1,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",5,"Lily Rogers","S",3,3,4,20,-0.05,12,1,2,7,0,0,5,1,6.5,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",20,"Savannah Seemans","OH",3,8,2,26,0.231,0,1,4,9,1,0,0,0,9,1
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",8,"Katie Turner","L/DS",3,0,0,0,0,4,0,0,12,1,0,0,0,0,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",12,"Grace Underwood","MB",3,6,3,12,0.25,0,0,0,0,0,1,4,0,9,0
"Delaware","2021-2022",2021-11-19,"Delaware","CAA","Towson","CAA","Away",21,"Hannah Wright","DS",3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",17,"Presly Austin","S",2,2,0,2,1,0,0,0,0,0,0,0,0,2,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",9,"Haylie Clark","S",3,3,1,10,0.2,28,1,0,3,0,0,0,0,4,2
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",11,"Julia Crabtree","OH",2,3,1,4,0.5,0,0,0,2,1,0,0,0,3,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",8,"Natalie Cummins","MB",3,5,3,12,0.167,0,0,0,1,0,1,1,0,6.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",1,"Leah Daniel","OH",3,11,6,27,0.185,0,0,2,7,2,0,1,0,11.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",3,"Caroline Doyle","L/DS",3,0,0,0,0,2,0,1,1,0,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",18,"Jordan Gower","L/DS",3,0,0,0,0,1,0,0,9,1,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",13,"Jenn Krzeminski","MB",3,4,1,10,0.3,1,2,1,2,0,0,1,0,6.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",5,"Ericka Link","S",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",10,"Sydney Love","OH",3,5,3,11,0.182,0,0,0,1,0,1,0,1,6,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",12,"Kellyn Trowse","OH",2,3,1,12,0.167,0,0,0,0,2,0,1,0,3.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Toledo","MAC","Home",6,"Alex VanWestrienen","L/DS",3,0,0,0,0,0,0,0,3,4,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",17,"Presly Austin","S",3,1,0,7,0.143,0,0,0,1,0,0,1,0,1.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",9,"Haylie Clark","S",4,4,0,9,0.444,28,1,0,7,0,0,0,0,5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",11,"Julia Crabtree","OH",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",8,"Natalie Cummins","MB",4,6,2,14,0.286,0,0,0,1,0,1,3,1,8.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",1,"Leah Daniel","OH",4,15,9,43,0.14,2,1,1,8,0,0,2,0,17,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",3,"Caroline Doyle","L/DS",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",18,"Jordan Gower","L/DS",4,0,0,0,0,5,0,3,13,1,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",13,"Jenn Krzeminski","MB",4,6,2,10,0.4,0,0,3,3,0,3,2,0,10,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",5,"Ericka Link","S",3,1,0,2,0.5,9,0,2,8,0,0,0,0,1,1
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",10,"Sydney Love","OH",4,6,5,18,0.056,0,0,0,2,0,0,1,0,6.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",19,"Claire Richey","MB",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",12,"Kellyn Trowse","OH",3,8,2,10,0.6,0,0,0,1,0,0,1,0,8.5,0
"Elon","2021-2022",2021-08-27,"Elon","CAA","Lehigh","Patriot","Away",6,"Alex VanWestrienen","L/DS",4,0,0,2,0,1,3,0,4,2,0,0,0,3,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",9,"Haylie Clark","S",3,4,0,9,0.444,36,1,1,5,0,0,0,0,5,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",8,"Natalie Cummins","MB",3,8,1,12,0.583,0,0,0,0,0,0,1,1,8.5,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",1,"Leah Daniel","OH",3,14,0,30,0.467,0,0,0,4,0,0,2,0,15,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",3,"Caroline Doyle","L/DS",1,1,0,1,1,0,0,0,1,1,0,0,0,1,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",18,"Jordan Gower","L/DS",3,0,0,0,0,6,0,1,17,0,0,0,0,0,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",13,"Jenn Krzeminski","MB",3,7,0,13,0.538,1,0,1,2,0,1,6,0,11,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",10,"Sydney Love","OH",3,12,6,31,0.194,0,0,0,2,1,0,2,0,13,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",12,"Kellyn Trowse","OH",3,1,2,9,-0.111,1,0,1,13,0,0,3,0,2.5,0
"Elon","2021-2022",2021-09-04,"Elon","CAA","Furman","SoCon","Away",6,"Alex VanWestrienen","L/DS",3,0,0,2,0,1,1,0,7,0,0,0,0,1,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",17,"Presly Austin","S",2,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",9,"Haylie Clark","S",3,4,1,5,0.6,25,1,2,5,0,0,2,0,6,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",11,"Julia Crabtree","OH",2,0,2,3,-0.667,0,0,0,1,0,0,0,1,0,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",8,"Natalie Cummins","MB",3,10,1,12,0.75,2,0,0,0,0,0,0,0,10,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",1,"Leah Daniel","OH",3,5,6,31,-0.032,0,2,0,4,3,0,1,0,7.5,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",3,"Caroline Doyle","L/DS",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",18,"Jordan Gower","L/DS",3,0,0,0,0,1,0,0,14,0,0,0,0,0,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",13,"Jenn Krzeminski","MB",3,4,3,13,0.077,0,1,1,2,0,1,3,0,7.5,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",5,"Ericka Link","S",2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",10,"Sydney Love","OH",3,12,9,33,0.091,0,0,0,2,0,0,0,0,12,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",19,"Claire Richey","MB",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",12,"Kellyn Trowse","OH",3,2,1,7,0.143,1,0,0,5,1,0,0,0,2,0
"Elon","2021-2022",2021-09-08,"Elon","CAA","Charlotte","CUSA","Home",6,"Alex VanWestrienen","L/DS",3,0,0,0,0,0,1,2,6,0,0,0,0,1,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",17,"Presly Austin","S",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",9,"Haylie Clark","S",3,0,0,3,0,25,1,1,5,0,0,6,0,4,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",11,"Julia Crabtree","OH",1,0,0,1,0,0,0,0,0,0,0,2,0,1,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",8,"Natalie Cummins","MB",3,5,2,12,0.25,0,2,1,1,0,0,7,0,10.5,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",1,"Leah Daniel","OH",3,13,4,37,0.243,0,0,2,8,1,0,3,0,14.5,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",3,"Caroline Doyle","L/DS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",18,"Jordan Gower","L/DS",3,0,0,1,0,1,0,2,19,2,0,0,0,0,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",13,"Jenn Krzeminski","MB",3,9,5,19,0.211,0,0,0,0,0,0,5,0,11.5,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",5,"Ericka Link","S",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",10,"Sydney Love","OH",3,5,3,20,0.1,0,0,0,3,0,0,0,0,5,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",12,"Kellyn Trowse","OH",3,1,3,12,-0.167,0,1,2,9,1,0,0,1,2,0
"Elon","2021-2022",2021-09-11,"Elon","CAA","Mercer","SoCon","Home",6,"Alex VanWestrienen","L/DS",3,0,0,0,0,0,1,0,6,1,0,0,0,1,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",9,"Haylie Clark","S",4,0,0,4,0,37,3,1,8,0,0,3,1,4.5,1
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",11,"Julia Crabtree","OH",4,4,4,14,0,0,0,0,1,0,0,1,0,4.5,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",8,"Natalie Cummins","MB",4,12,2,22,0.455,0,0,0,2,0,1,3,0,14.5,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",1,"Leah Daniel","OH",4,12,6,38,0.158,0,2,1,5,2,0,2,0,15,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",3,"Caroline Doyle","L/DS",4,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",18,"Jordan Gower","L/DS",4,0,0,0,0,3,0,1,19,1,0,0,0,0,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",13,"Jenn Krzeminski","MB",4,4,2,10,0.2,0,0,1,1,0,1,6,0,8,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",5,"Ericka Link","S",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",10,"Sydney Love","OH",4,12,3,27,0.333,1,0,0,4,1,0,3,0,13.5,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",12,"Kellyn Trowse","OH",4,1,0,6,0.167,0,2,1,2,0,0,0,0,3,0
"Elon","2021-2022",2021-10-02,"Elon","CAA","Towson","CAA","Away",6,"Alex VanWestrienen","L/DS",4,0,1,1,-1,0,3,2,5,3,0,0,0,3,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",9,"Haylie Clark","S",4,8,1,12,0.583,44,1,1,6,0,0,1,0,9.5,1
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",11,"Julia Crabtree","OH",3,1,1,5,0,0,0,0,1,0,0,2,0,2,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",8,"Natalie Cummins","MB",4,6,3,19,0.158,0,0,0,0,0,0,4,0,8,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",1,"Leah Daniel","OH",4,18,6,34,0.353,0,0,0,4,0,0,1,0,18.5,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",3,"Caroline Doyle","L/DS",4,0,0,0,0,1,0,0,2,1,0,0,0,0,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",18,"Jordan Gower","L/DS",4,0,0,1,0,2,2,0,16,1,0,0,0,2,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",13,"Jenn Krzeminski","MB",4,3,4,14,-0.071,0,2,1,6,0,1,6,0,9,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",10,"Sydney Love","OH",4,10,5,22,0.227,1,0,0,2,1,0,4,0,12,1
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",12,"Kellyn Trowse","OH",4,10,2,24,0.333,4,2,1,6,1,0,2,0,13,0
"Elon","2021-2022",2021-10-03,"Elon","CAA","Towson","CAA","Away",6,"Alex VanWestrienen","L/DS",4,0,0,1,0,1,1,0,7,1,0,0,0,1,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",9,"Haylie Clark","S",5,3,2,11,0.091,45,1,2,10,0,0,3,1,5.5,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",8,"Natalie Cummins","MB",4,4,1,10,0.3,0,0,0,1,0,3,1,2,7.5,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",1,"Leah Daniel","OH",5,13,10,41,0.073,1,2,2,8,3,0,0,0,15,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",3,"Caroline Doyle","L/DS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",18,"Jordan Gower","L/DS",5,1,0,1,1,4,1,1,22,3,0,0,0,2,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",13,"Jenn Krzeminski","MB",5,8,1,19,0.368,0,0,0,0,0,0,3,0,9.5,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",5,"Ericka Link","S",1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",10,"Sydney Love","OH",5,15,9,38,0.158,0,0,0,3,0,0,0,1,15,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",19,"Claire Richey","MB",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",12,"Kellyn Trowse","OH",5,12,4,37,0.216,0,0,1,5,0,0,1,0,12.5,0
"Elon","2021-2022",2021-10-09,"Elon","CAA","James Madison","CAA","Home",6,"Alex VanWestrienen","L/DS",5,0,0,0,0,0,1,3,9,1,0,0,0,1,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",9,"Haylie Clark","S",3,3,0,11,0.273,41,1,2,8,0,0,2,0,5,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",8,"Natalie Cummins","MB",3,6,3,16,0.188,0,0,0,1,0,0,3,0,7.5,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",1,"Leah Daniel","OH",3,16,2,36,0.389,0,0,1,1,0,0,1,0,16.5,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",3,"Caroline Doyle","L/DS",3,0,0,0,0,0,0,0,7,2,0,0,0,0,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",18,"Jordan Gower","L/DS",3,0,0,0,0,2,0,0,17,1,0,0,0,0,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",13,"Jenn Krzeminski","MB",3,7,1,12,0.5,0,0,4,1,0,0,3,0,8.5,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",10,"Sydney Love","OH",3,10,4,23,0.261,0,0,0,3,0,0,0,0,10,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",12,"Kellyn Trowse","OH",3,9,1,22,0.364,4,2,1,8,1,0,3,0,12.5,0
"Elon","2021-2022",2021-10-10,"Elon","CAA","James Madison","CAA","Home",6,"Alex VanWestrienen","L/DS",3,0,0,0,0,1,2,2,7,0,0,0,0,2,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",17,"Presly Austin","S",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",9,"Haylie Clark","S",3,3,0,4,0.75,34,3,0,5,0,0,1,0,6.5,1
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",11,"Julia Crabtree","OH",2,3,0,6,0.5,0,0,0,1,0,0,0,1,3,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",8,"Natalie Cummins","MB",3,5,2,11,0.273,1,0,0,1,0,0,3,1,6.5,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",1,"Leah Daniel","OH",3,10,0,20,0.5,0,0,1,4,0,0,1,0,10.5,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",3,"Caroline Doyle","L/DS",3,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",18,"Jordan Gower","L/DS",3,0,0,0,0,4,0,0,17,0,0,0,0,0,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",13,"Jenn Krzeminski","MB",3,7,1,12,0.5,0,0,2,3,0,0,0,0,7,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",10,"Sydney Love","OH",2,6,0,12,0.5,0,0,0,1,0,1,1,0,7.5,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",19,"Claire Richey","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",12,"Kellyn Trowse","OH",3,8,3,25,0.2,0,0,0,7,0,0,0,0,8,0
"Elon","2021-2022",2021-10-16,"Elon","CAA","UNCW","CAA","Home",6,"Alex VanWestrienen","L/DS",3,0,0,0,0,0,1,1,5,1,0,0,0,1,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",17,"Presly Austin","S",1,1,0,3,0.333,0,0,0,0,0,0,0,0,1,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",2,"Lily Barker","OH",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",9,"Haylie Clark","S",3,2,0,6,0.333,30,1,1,5,0,0,1,0,3.5,2
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",11,"Julia Crabtree","OH",3,4,3,16,0.063,0,0,0,2,0,0,2,0,5,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",8,"Natalie Cummins","MB",3,4,0,7,0.571,0,0,0,0,0,0,3,1,5.5,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",1,"Leah Daniel","OH",3,12,2,24,0.417,1,2,1,8,0,0,2,1,15,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",18,"Jordan Gower","L/DS",3,0,0,0,0,2,1,1,7,1,0,0,0,1,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",13,"Jenn Krzeminski","MB",3,4,1,8,0.375,0,2,1,2,0,1,2,0,8,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",10,"Sydney Love","OH",2,6,0,8,0.75,0,0,0,2,0,0,1,0,6.5,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",19,"Claire Richey","MB",1,1,0,1,1,0,0,0,0,0,0,1,0,1.5,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",12,"Kellyn Trowse","OH",3,4,2,7,0.286,1,2,1,9,0,0,0,0,6,0
"Elon","2021-2022",2021-10-17,"Elon","CAA","UNCW","CAA","Home",6,"Alex VanWestrienen","L/DS",3,0,0,0,0,1,1,1,5,2,0,0,0,1,0
"Elon","2021-2022",2021-10-23,"Elon","CAA","Northeastern","CAA","Away",9,"Haylie Clark","S",5,4,0,11,0.364,46,1,0,10,0,0,5,1,7.5,2
"Elon","2021-2022",2021-10-23,"Elon","CAA","Northeastern","CAA","Away",11,"Julia Crabtree","OH",1,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"Elon","2021-2022",2021-10-23,"Elon","CAA","Northeastern","CAA","Away",8,"Natalie Cummins","MB",5,7,1,22,0.273,1,0,0,1,0,0,3,0,8.5,0
"Elon","2021-2022",2021-10-23,"Elon","CAA","Northeastern","CAA","Away",1,"Leah Daniel","OH",5,23,9,53,0.264,2,0,1,4,3,0,1,0,23.5,0
"Elon","2021-2022",2021-10-23,"Elon","CAA","Northeastern","CAA","Away",3,"Caroline Doyle","L/DS",3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Elon","2021-2022",2021-10-23,"Elon","CAA","Northeastern","CAA","Away",18,"Jordan Gower","L/DS",5,0,0,0,0,3,0,0,12,3,0,0,0,0,0
"Elon","2021-2022",2021-10-23,"Elon","CAA","Northeastern","CAA","Away",13,"Jenn Krzeminski","MB",5,7,3,16,0.25,2,1,3,4,0,1,7,0,12.5,0
