"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE"
"Northeastern","2023-2024",2023-09-02,"Northeastern","CAA","Siena","MAAC","Home",3,"Pono Gacutan","L/DS",3,0,0,0,0,2,0,1,5,7,0,0,0,0,0,0
"Northeastern","2023-2024",2023-09-02,"Northeastern","CAA","Siena","MAAC","Home",12,"Inbal Peleg","S",4,4,1,14,0.214,1,2,1,14,0,0,0,2,1,7,0
"Northeastern","2023-2024",2023-09-02,"Northeastern","CAA","Siena","MAAC","Home",15,"Abby Reck","OH",4,12,4,29,0.276,2,3,2,12,19,3,0,1,0,15.5,0
"Northeastern","2023-2024",2023-09-02,"Northeastern","CAA","Siena","MAAC","Home",5,"Julianna Truscott","OH",2,3,1,5,0.4,0,1,1,3,8,0,0,0,0,4,0
"Northeastern","2023-2024",2023-09-02,"Northeastern","CAA","Siena","MAAC","Home",6,"Ava Wallis","S",3,0,0,3,0,21,4,1,7,0,0,0,0,0,4,0
"Northeastern","2023-2024",2023-09-02,"Northeastern","CAA","Siena","MAAC","Home",8,"Anabel Zier","MB",4,12,1,20,0.55,1,0,2,2,1,0,0,4,0,14,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",10,"Defne Arliel","OH",4,11,3,33,0.242,0,1,2,8,17,0,0,2,1,13,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",11,"Kaylin Daniels","MB",3,2,2,5,0,1,0,0,1,0,0,0,3,1,3.5,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",2,"Maddie Donaphon","L/DS",4,0,0,1,0,1,1,0,10,15,3,0,0,0,1,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",16,"Jessica Frannea","S",4,3,0,8,0.375,36,0,1,8,0,0,0,5,1,5.5,2
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",3,"Pono Gacutan","L/DS",4,0,0,0,0,6,5,1,16,22,0,0,0,0,5,1
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",4,"Leilani Gillespie","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",1,"Tessa Onaga","L",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",15,"Abby Reck","OH",3,9,2,33,0.212,1,1,1,11,15,1,0,0,0,10,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",9,"Nyla Shepherd","MB",2,2,0,5,0.4,0,0,0,0,0,0,1,1,1,3.5,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",5,"Julianna Truscott","OH",2,3,2,10,0.1,0,0,0,2,6,2,0,0,0,3,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",14,"Marika Virthe","MB",4,8,3,20,0.25,0,0,0,1,1,0,0,2,0,9,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",6,"Ava Wallis","S",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Northeastern","2023-2024",2023-09-16,"Northeastern","CAA","Stony Brook","CAA","Away",8,"Anabel Zier","MB",4,10,3,23,0.304,0,1,1,1,0,0,0,5,0,13.5,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",10,"Defne Arliel","OH",5,9,7,47,0.043,0,1,0,7,27,1,0,4,0,12,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",2,"Maddie Donaphon","L/DS",2,0,0,0,0,0,0,1,2,5,2,0,0,0,0,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",16,"Jessica Frannea","S",5,1,0,8,0.125,38,2,2,16,0,0,0,3,0,4.5,1
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",3,"Pono Gacutan","L/DS",5,0,0,1,0,0,0,1,16,23,2,0,0,0,0,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",1,"Tessa Onaga","L",5,0,1,1,-1,1,4,1,13,28,1,0,0,0,4,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",15,"Abby Reck","OH",5,11,4,42,0.167,0,0,1,11,10,0,0,3,0,12.5,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",9,"Nyla Shepherd","MB",5,9,2,20,0.35,1,0,0,0,1,0,1,14,0,17,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",14,"Marika Virthe","MB",5,5,3,21,0.095,0,0,0,3,0,0,0,8,0,9,0
"Northeastern","2023-2024",2023-09-17,"Northeastern","CAA","Stony Brook","CAA","Away",8,"Anabel Zier","MB",5,9,1,17,0.471,0,1,2,1,0,0,1,4,2,13,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",10,"Defne Arliel","OH",4,12,10,45,0.044,3,0,4,10,18,0,0,2,0,13,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",2,"Maddie Donaphon","L/DS",4,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",7,"Kinley Gomez","OH",1,2,0,4,0.5,0,0,0,0,4,0,0,0,0,2,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",18,"Sahitya Krishnamurthy","OH",4,0,0,3,0,0,1,1,10,21,1,0,0,0,1,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",1,"Tessa Onaga","L",4,0,0,0,0,1,1,1,18,28,1,0,0,0,1,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",12,"Inbal Peleg","S",4,0,0,1,0,53,0,1,13,0,0,0,2,1,1,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",15,"Abby Reck","OH",4,16,4,42,0.286,1,0,0,2,0,0,0,3,0,17.5,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",5,"Julianna Truscott","OH",4,11,7,42,0.095,0,0,1,8,19,0,1,3,0,13.5,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",14,"Marika Virthe","MB",4,10,0,14,0.714,0,0,0,1,0,0,3,2,0,14,0
"Northeastern","2023-2024",2023-11-04,"Northeastern","CAA","William & Mary","CAA","Away",8,"Anabel Zier","MB",4,13,0,24,0.542,0,0,1,1,0,0,0,6,1,16,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",10,"Defne Arliel","OH",2,4,6,22,-0.091,0,0,1,5,5,0,0,1,0,4.5,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",2,"Maddie Donaphon","L/DS",3,0,0,1,0,0,0,1,2,5,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",16,"Jessica Frannea","S",1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",7,"Kinley Gomez","OH",2,1,1,8,0,0,0,1,9,10,0,0,0,0,1,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",18,"Sahitya Krishnamurthy","OH",3,0,0,0,0,2,0,2,2,10,2,0,0,0,0,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",1,"Tessa Onaga","L",3,0,0,0,0,0,1,2,11,18,0,0,0,0,1,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",12,"Inbal Peleg","S",3,0,0,2,0,14,1,0,7,0,0,0,2,0,2,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",15,"Abby Reck","OH",3,13,2,31,0.355,0,0,2,2,6,0,0,1,0,13.5,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",5,"Julianna Truscott","OH",3,4,5,20,-0.05,0,1,0,10,17,1,0,2,1,6,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",14,"Marika Virthe","MB",3,5,2,16,0.188,0,0,0,0,0,0,0,4,0,7,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",6,"Ava Wallis","S",2,0,0,0,0,11,0,0,0,0,0,0,2,0,1,0
"Northeastern","2023-2024",2023-11-05,"Northeastern","CAA","William & Mary","CAA","Away",8,"Anabel Zier","MB",3,3,3,16,0,0,0,0,1,0,0,1,4,0,6,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",10,"Defne Arliel","OH",3,12,4,39,0.205,0,2,0,6,16,1,1,1,0,15.5,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",11,"Kaylin Daniels","MB",2,2,0,5,0.4,0,0,0,1,0,0,0,0,0,2,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",2,"Maddie Donaphon","L/DS",3,0,0,0,0,1,1,1,16,8,0,0,0,0,1,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",7,"Kinley Gomez","OH",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",18,"Sahitya Krishnamurthy","OH",3,0,0,0,0,1,2,0,4,4,0,0,0,0,2,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",1,"Tessa Onaga","L",2,0,0,0,0,2,0,1,6,11,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",12,"Inbal Peleg","S",3,1,2,8,-0.125,28,0,1,8,0,0,0,1,1,1.5,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",15,"Abby Reck","OH",3,6,8,28,-0.071,1,0,0,2,0,0,0,1,0,6.5,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",5,"Julianna Truscott","OH",3,12,2,21,0.476,2,1,0,11,27,0,0,0,0,13,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",14,"Marika Virthe","MB",2,0,2,6,-0.333,0,0,0,0,0,0,0,1,0,0.5,0
"Northeastern","2023-2024",2023-11-11,"Northeastern","CAA","Towson","CAA","Home",8,"Anabel Zier","MB",3,3,4,12,-0.083,0,0,1,0,0,0,0,2,0,4,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",10,"Defne Arliel","OH",3,4,7,24,-0.125,1,0,0,2,24,1,0,1,1,4.5,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",2,"Maddie Donaphon","L/DS",3,0,0,0,0,0,1,1,19,10,1,0,0,0,1,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",4,"Leilani Gillespie","MB",3,1,2,8,-0.125,0,1,1,1,0,0,0,2,2,3,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",7,"Kinley Gomez","OH",1,1,0,6,0.167,0,0,0,0,4,0,0,0,0,1,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",18,"Sahitya Krishnamurthy","OH",2,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",1,"Tessa Onaga","L",2,0,0,0,0,0,1,0,3,2,0,0,0,0,1,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",12,"Inbal Peleg","S",3,0,0,2,0,17,0,1,3,0,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",15,"Abby Reck","OH",3,4,0,14,0.286,0,0,0,1,6,3,0,1,0,4.5,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",9,"Nyla Shepherd","MB",1,2,0,4,0.5,0,0,0,0,0,0,0,2,0,3,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",5,"Julianna Truscott","OH",2,4,0,13,0.308,0,0,0,4,17,2,0,3,0,5.5,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",14,"Marika Virthe","MB",3,5,0,17,0.294,0,0,0,1,0,0,1,5,0,8.5,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",6,"Ava Wallis","S",1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0
"Northeastern","2023-2024",2023-11-12,"Northeastern","CAA","Towson","CAA","Home",8,"Anabel Zier","MB",3,6,2,16,0.25,0,0,0,0,0,0,1,3,0,8.5,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",8,"Abby Campbell","MB",3,12,0,16,0.75,0,2,2,0,0,0,0,3,0,15.5,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",19,"Madison Cigna","DS",3,0,0,0,0,0,1,1,11,7,0,0,0,0,1,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",2,"Torri Henry","S",3,1,0,5,0.2,36,0,1,9,0,0,0,3,0,2.5,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",11,"Katie Hickey","MB",2,2,1,7,0.143,0,0,0,1,0,0,0,1,0,2.5,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",6,"Ava Jackson","OPP",3,8,3,18,0.278,0,3,1,6,3,0,0,1,0,11.5,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",17,"Leoni Kunz","OH",3,10,2,19,0.421,0,0,0,3,0,0,0,2,0,11,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",15,"Kali Moore","OH",3,9,5,36,0.111,1,0,1,8,9,0,0,1,0,9.5,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",9,"Julia Patsos","L",3,0,0,0,0,2,5,1,14,13,1,0,0,0,5,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",4,"Abby Stanwood","OH",3,1,2,8,-0.125,0,0,0,2,17,0,0,0,0,1,0
"Stony Brook","2023-2024",2023-08-25,"Stony Brook","CAA","Bucknell","Patriot","Away",3,"Ashleigh Woodruff","MB",1,0,1,3,-0.333,0,0,0,0,0,0,0,3,0,1.5,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",8,"Abby Campbell","MB",3,3,4,14,-0.071,0,1,1,1,0,0,1,2,0,6,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",19,"Madison Cigna","DS",3,0,0,0,0,0,1,0,3,8,0,0,0,0,1,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",2,"Torri Henry","S",3,1,1,6,0,31,1,2,10,0,0,1,2,0,4,1
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",6,"Ava Jackson","OPP",3,7,5,17,0.118,0,2,0,4,3,0,0,1,1,9.5,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",17,"Leoni Kunz","OH",3,4,3,16,0.063,0,0,0,1,0,0,0,0,0,4,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",15,"Kali Moore","OH",3,14,7,42,0.167,0,0,0,8,18,1,0,1,0,14.5,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",9,"Julia Patsos","L",3,0,0,1,0,3,2,0,21,21,1,0,0,0,2,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",12,"Sammie Sheppard","L/DS",1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",4,"Abby Stanwood","OH",2,2,2,9,0,0,0,0,1,12,0,0,0,0,2,0
"Stony Brook","2023-2024",2023-08-26,"Stony Brook","CAA","Liberty","CUSA","Away",3,"Ashleigh Woodruff","MB",3,4,0,8,0.5,1,0,0,0,1,0,0,2,0,5,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",8,"Abby Campbell","MB",4,13,2,22,0.5,0,1,1,1,0,0,0,1,1,14.5,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",2,"Torri Henry","S",4,4,1,10,0.3,49,0,1,7,0,0,0,0,0,4,1
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",6,"Ava Jackson","OPP",2,6,5,18,0.056,0,0,1,3,2,0,0,0,0,6,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",17,"Leoni Kunz","OH",4,15,4,35,0.314,1,0,0,6,0,0,0,2,0,16,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",15,"Kali Moore","OH",4,14,4,43,0.233,1,2,3,9,39,1,0,1,0,16.5,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",9,"Julia Patsos","L",4,0,0,1,0,4,3,0,14,14,1,0,0,0,3,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",13,"Lauren Schmitz","OH",4,0,1,4,-0.25,1,2,0,7,17,0,0,0,0,2,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",12,"Sammie Sheppard","L/DS",4,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",4,"Abby Stanwood","OH",2,5,3,8,0.25,1,0,0,4,5,0,0,1,0,5.5,0
"Stony Brook","2023-2024",2023-09-01,"Stony Brook","CAA","Purdue Fort Wayne","Horizon","Home",3,"Ashleigh Woodruff","MB",4,2,2,8,0,0,0,0,3,1,0,0,3,0,3.5,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",8,"Abby Campbell","MB",3,4,2,7,0.286,0,1,1,1,0,0,0,1,0,5.5,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",19,"Madison Cigna","DS",3,0,1,2,-0.5,0,2,1,3,13,1,0,0,0,2,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",2,"Torri Henry","S",3,2,0,5,0.4,33,1,1,3,1,0,0,1,0,3.5,1
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",11,"Katie Hickey","MB",2,2,1,5,0.2,0,0,0,2,0,0,1,1,1,3.5,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",17,"Leoni Kunz","OH",3,7,2,14,0.357,0,0,0,1,0,0,0,2,0,8,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",15,"Kali Moore","OH",3,9,6,22,0.136,1,3,3,5,14,0,0,0,0,12,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",9,"Julia Patsos","L",3,0,0,0,0,3,1,0,5,16,1,0,0,0,1,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",13,"Lauren Schmitz","OH",3,0,1,3,-0.333,1,1,1,5,2,1,0,0,0,1,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",4,"Abby Stanwood","OH",3,14,4,24,0.417,0,0,0,2,0,0,1,0,0,15,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Manhattan","MAAC","Home",3,"Ashleigh Woodruff","MB",3,4,0,4,1,0,0,0,0,0,0,0,1,0,4.5,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",8,"Abby Campbell","MB",3,3,0,10,0.3,0,0,2,2,0,0,0,4,0,5,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",19,"Madison Cigna","DS",5,0,0,1,0,1,0,4,8,9,0,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",2,"Torri Henry","S",5,2,2,5,0,51,3,3,12,0,0,1,2,1,7,1
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",11,"Katie Hickey","MB",3,3,1,5,0.4,0,0,0,1,1,0,0,3,0,4.5,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",6,"Ava Jackson","OPP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",17,"Leoni Kunz","OH",5,13,5,29,0.276,0,0,0,0,1,0,0,4,0,15,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",7,"Ayanna Pierre Louis","MB",4,1,1,6,0,0,0,0,1,0,0,1,3,0,3.5,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",15,"Kali Moore","OH",5,24,7,49,0.347,0,2,2,10,34,1,0,2,0,27,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",9,"Julia Patsos","L",5,0,0,0,0,1,1,1,17,15,0,0,0,0,1,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",13,"Lauren Schmitz","OH",5,3,2,10,0.1,2,0,2,6,16,1,0,0,0,3,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",4,"Abby Stanwood","OH",4,8,9,28,-0.036,0,0,0,2,9,2,0,2,0,9,0
"Stony Brook","2023-2024",2023-09-02,"Stony Brook","CAA","Saint Francis","NEC","Away",3,"Ashleigh Woodruff","MB",2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",8,"Abby Campbell","MB",3,6,2,13,0.308,1,1,1,0,2,0,0,1,0,7.5,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",19,"Madison Cigna","DS",3,0,0,0,0,0,0,3,6,8,1,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",2,"Torri Henry","S",3,2,0,4,0.5,36,2,1,4,0,0,0,0,0,4,1
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",17,"Leoni Kunz","OH",3,8,0,18,0.444,0,0,0,2,0,0,1,6,0,12,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",7,"Ayanna Pierre Louis","MB",3,6,1,10,0.5,0,0,0,1,0,0,0,5,1,8.5,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",15,"Kali Moore","OH",3,9,4,25,0.2,0,5,1,9,14,0,0,0,0,14,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",9,"Julia Patsos","L",3,0,0,0,0,2,0,2,11,11,0,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",13,"Lauren Schmitz","OH",3,0,1,2,-0.5,0,0,1,3,7,0,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-06,"Stony Brook","CAA","Columbia","Ivy League","Home",4,"Abby Stanwood","OH",3,11,3,19,0.421,0,0,0,4,5,0,0,0,0,11,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",8,"Abby Campbell","MB",4,7,4,17,0.176,0,1,1,2,0,0,0,4,0,10,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",19,"Madison Cigna","DS",4,0,1,2,-0.5,1,0,2,12,9,3,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",2,"Torri Henry","S",4,0,1,5,-0.2,28,1,4,12,1,0,0,1,0,1.5,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",11,"Katie Hickey","MB",1,0,0,2,0,0,0,0,1,0,0,0,2,0,1,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",6,"Ava Jackson","OPP",2,0,1,11,-0.091,0,0,0,0,1,0,0,0,1,0,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",17,"Leoni Kunz","OH",4,4,0,21,0.19,1,0,0,0,1,0,0,3,0,5.5,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",7,"Ayanna Pierre Louis","MB",3,2,0,8,0.25,0,0,0,1,0,0,0,1,2,2.5,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",15,"Kali Moore","OH",4,8,7,37,0.027,0,1,1,8,23,2,2,3,0,12.5,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",9,"Julia Patsos","L",4,0,0,0,0,1,0,0,19,23,2,0,0,0,0,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",13,"Lauren Schmitz","OH",4,1,2,9,-0.111,1,0,0,12,11,1,0,0,0,1,0
"Stony Brook","2023-2024",2023-09-08,"Stony Brook","CAA","Loyola Maryland","Patriot","Away",12,"Sammie Sheppard","L/DS",2,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0
